aX,aY,aZ,gX,gY,gZ
0.059,0.009,0.566,-11.902,-7.507,-8.911
0.074,-0.040,0.576,-10.254,-3.479,-9.399
0.079,-0.048,0.574,-9.460,-2.380,-9.155
0.084,-0.053,0.572,-8.606,-1.221,-8.057
0.083,-0.057,0.565,-8.179,-0.549,-7.385
0.089,-0.066,0.561,-7.324,-0.854,-5.859
0.086,-0.072,0.556,-6.958,-0.122,-4.822
0.087,-0.079,0.552,-7.141,-0.244,-2.502
0.089,-0.082,0.547,-6.226,-0.854,-0.916
0.085,-0.082,0.548,-4.639,-0.366,0.977
0.083,-0.082,0.545,-3.784,-0.488,2.502
0.082,-0.075,0.545,-2.625,0.244,4.272
0.080,-0.071,0.545,-1.831,-0.488,5.188
0.076,-0.057,0.548,-0.732,0.061,7.080
0.075,-0.046,0.549,-0.488,0.183,8.118
0.072,-0.028,0.551,-0.366,0.854,8.545
0.069,-0.019,0.550,-0.549,1.343,9.033
0.062,-0.006,0.548,-0.977,1.526,9.216
0.057,0.003,0.543,-0.549,1.526,8.911
0.054,0.011,0.533,-0.488,1.892,8.667
0.049,0.019,0.522,-15.503,1.831,8.179
0.049,0.029,0.516,0.366,1.587,7.507
0.048,0.032,0.514,0.366,0.488,6.042
0.046,0.033,0.511,0.549,1.038,5.493
0.043,0.034,0.510,0.366,0.793,4.211
0.044,0.031,0.514,0.732,-0.122,3.601
0.048,0.033,0.513,0.183,-0.244,3.296
0.045,0.027,0.516,0.732,0.183,2.930
0.045,0.024,0.516,0.305,-0.732,1.831
0.045,0.021,0.514,0.549,-0.671,1.160
0.045,0.019,0.513,-0.183,-0.977,1.038
0.049,0.021,0.513,-0.305,-1.160,0.488
0.047,0.022,0.509,-1.343,-1.160,0.732
0.049,0.020,0.506,-1.099,-1.404,0.732
0.048,0.019,0.505,-1.221,-1.892,0.610
0.045,0.016,0.506,-1.648,-2.014,0.244
0.046,0.012,0.506,-1.465,-2.014,0.183
0.048,0.011,0.505,-0.488,-2.014,-0.305
0.048,0.012,0.509,0.610,-1.831,-0.366

0.828,-1.814,-0.005,-29.602,-32.837,-343.872
0.861,-1.967,0.071,-20.874,-36.560,-323.425
0.893,-2.050,0.120,-14.587,-38.391,-296.448
0.912,-2.111,0.161,-5.615,-41.138,-273.560
0.916,-2.163,0.184,0.854,-43.213,-246.216
0.911,-2.194,0.214,8.850,-46.814,-223.999
0.903,-2.233,0.249,15.137,-49.438,-199.158
0.911,-2.258,0.312,22.705,-51.941,-178.467
0.930,-2.282,0.364,30.762,-52.673,-153.076
0.949,-2.301,0.439,40.527,-49.927,-131.958
0.965,-2.314,0.502,49.622,-44.922,-105.591
0.968,-2.308,0.561,61.707,-36.499,-83.130
0.958,-2.282,0.592,73.547,-26.367,-56.519
0.946,-2.241,0.607,87.463,-14.038,-34.729
0.928,-2.172,0.608,98.083,-3.235,-9.705
0.919,-2.108,0.594,110.352,8.728,10.010
0.899,-2.023,0.567,118.164,16.663,32.654
0.893,-1.950,0.533,124.268,24.658,50.720
0.881,-1.877,0.505,127.625,29.785,72.571
0.868,-1.820,0.470,129.578,34.485,90.942
0.850,-1.750,0.441,130.859,37.781,109.436
0.830,-1.685,0.397,130.981,39.978,130.798
0.817,-1.604,0.347,130.676,41.687,147.339
0.765,-1.294,0.206,128.662,33.875,210.388
0.755,-1.231,0.191,126.770,29.907,224.243
0.746,-1.165,0.177,124.512,26.245,235.840
0.737,-1.108,0.165,121.948,22.766,249.756
0.735,-1.041,0.164,117.798,19.348,260.559
0.735,-0.994,0.163,114.563,16.907,273.376
0.740,-0.957,0.163,110.901,14.526,284.241
0.744,-0.917,0.159,108.398,12.390,297.058
0.740,-0.883,0.153,106.506,10.925,308.105
0.742,-0.853,0.148,105.591,9.644,321.045
0.739,-0.824,0.148,106.201,8.972,331.726
0.732,-0.775,0.141,105.652,8.118,358.032
0.719,-0.729,0.102,105.957,7.446,355.164
0.706,-0.651,0.062,108.276,4.944,367.004
0.691,-0.558,0.022,111.145,0.610,379.517
0.669,-0.426,-0.021,117.188,-4.395,388.306
0.665,-0.333,-0.035,119.141,-11.719,397.766
0.673,-0.203,-0.032,121.094,-17.090,405.396
0.685,-0.069,-0.015,121.643,-23.193,413.635
0.667,0.108,0.005,120.300,-28.198,417.908
0.622,0.276,0.019,117.676,-33.752,419.006
0.573,0.471,0.029,113.281,-41.260,418.518
0.536,0.642,0.043,108.398,-48.462,413.818
0.469,1.233,0.227,73.853,-77.087,386.047
0.438,1.323,0.311,58.838,-80.444,378.174
0.387,1.402,0.375,45.349,-81.665,368.713
0.336,1.459,0.438,33.020,-80.933,360.657
0.256,1.527,0.467,22.522,-80.872,350.525
0.194,1.575,0.489,16.846,-79.163,334.961
0.149,1.594,0.471,15.442,-79.163,319.214
0.097,1.616,0.472,18.555,-78.064,299.805
0.071,1.666,0.425,27.100,-78.064,279.602
0.044,1.651,0.468,36.987,-79.224,256.653
0.037,1.665,0.482,46.875,-76.050,243.164
0.028,1.705,0.529,53.406,-73.792,226.807
0.016,1.738,0.574,64.209,-73.120,212.524
-0.000,1.821,0.607,74.097,-74.768,195.129
-0.014,1.907,0.653,80.383,-75.439,179.749
-0.049,1.987,0.693,78.796,-74.158,160.217
-0.080,2.032,0.712,72.876,-71.472,143.860
-0.099,2.061,0.717,63.599,-68.787,124.390
-0.103,2.066,0.719,56.030,-66.528,107.849
-0.107,2.061,0.721,49.194,-63.293,90.942
-0.118,2.045,0.723,43.762,-60.181,71.045
-0.154,2.044,0.722,36.377,-55.603,55.359
-0.130,2.056,0.730,29.480,-49.866,37.354
-0.131,2.055,0.721,20.691,-44.983,21.851
-0.128,2.052,0.696,14.221,-39.917,2.563
-0.126,2.032,0.661,7.019,-36.804,-13.428
-0.119,2.000,0.640,-0.427,-33.997,-33.936
-0.171,1.939,0.589,-10.254,-33.020,-49.011
-0.042,1.624,0.459,-60.303,-41.565,-97.595
0.009,1.566,0.430,-73.242,-45.776,-106.567
0.039,1.485,0.385,-92.102,-47.241,-113.525
0.062,1.398,0.347,-106.018,-49.438,-120.728
0.082,1.280,0.319,-119.934,-51.392,-125.610
0.107,1.179,0.278,-128.113,-54.260,-129.211
0.153,1.076,0.249,-132.324,-56.824,-133.179
0.146,0.994,0.234,-134.888,-58.289,-137.085
0.151,0.903,0.218,-136.108,-58.716,-139.893
0.147,0.838,0.181,-134.888,-59.937,-143.799
0.145,0.781,0.144,-131.042,-61.951,-147.461
0.149,0.741,0.107,-110.413,-65.979,-152.954
0.185,0.689,0.089,-117.676,-69.580,-159.790
0.160,0.637,0.078,-94.482,-75.867,-169.373
0.168,0.563,0.089,-98.694,-80.383,-178.528
0.186,0.486,0.124,-89.722,-85.449,-189.087
0.203,0.383,0.164,-78.369,-87.891,-196.777
0.237,0.287,0.207,-70.129,-89.478,-203.491
0.304,-0.154,0.338,-40.588,-92.773,-205.994
0.300,-0.291,0.366,-37.170,-94.788,-201.965
0.302,-0.389,0.415,-36.255,-98.450,-197.693
0.305,-0.509,0.451,-37.231,-101.318,-190.552
0.311,-0.608,0.497,-39.429,-104.309,-182.190
0.324,-0.715,0.529,-41.321,-106.079,-169.556
0.336,-0.791,0.561,-42.786,-107.605,-156.738
0.335,-0.863,0.581,-41.626,-108.276,-141.052
0.318,-0.930,0.590,-38.757,-108.765,-128.601
0.292,-0.922,0.602,-35.645,-109.741,-115.295
0.262,-0.925,0.625,-30.518,-111.511,-107.178
0.232,-0.935,0.660,-26.245,-111.938,-98.999
0.222,-0.953,0.707,-22.278,-112.732,-93.689
0.224,-0.986,0.753,-18.982,-112.183,-87.402
0.238,-1.016,0.812,-15.686,-111.450,-81.177
0.261,-1.038,0.858,-14.343,-108.093,-71.228
0.303,-1.014,0.995,-2.502,-89.905,-27.588
0.294,-0.967,1.016,-1.404,-84.717,-17.883
0.290,-0.916,1.036,-1.892,-79.590,-6.775
0.250,-0.845,1.056,-3.418,-75.012,1.282
0.267,-0.776,1.065,-5.249,-70.068,9.338
0.223,-0.687,1.071,-7.751,-65.979,14.404
0.237,-0.615,1.075,-10.193,-61.157,18.738
0.228,-0.537,1.086,-12.878,-56.030,21.606
0.216,-0.474,1.088,-14.771,-49.866,23.682
0.202,-0.410,1.088,-15.503,-43.457,24.170
0.192,-0.364,1.078,-13.855,-35.522,24.536
0.183,-0.311,1.056,-10.315,-27.954,23.865
0.169,-0.270,1.004,-7.751,-21.179,22.766
0.145,-0.225,1.004,-3.845,-14.526,21.362
0.120,-0.190,0.942,-1.587,-8.545,19.775
0.108,-0.150,0.934,0.000,-4.089,18.494
0.104,-0.119,0.902,0.854,-0.366,16.968
0.100,-0.082,0.874,1.587,1.892,16.052
0.099,-0.057,0.849,2.869,3.723,14.404
0.098,-0.035,0.824,2.563,6.226,14.038
0.093,-0.017,0.802,2.136,7.874,13.916
0.086,0.001,0.782,1.404,10.376,13.428
0.078,0.019,0.763,0.671,11.353,13.550
0.074,0.036,0.741,-0.610,13.184,13.428
0.069,0.056,0.719,-2.747,14.160,13.367
0.066,0.074,0.700,-5.493,14.526,13.489
0.061,0.092,0.673,-8.423,14.038,13.672
0.060,0.103,0.654,-10.925,13.184,13.428
0.058,0.115,0.628,-14.465,11.719,13.672
0.053,0.133,0.612,-17.212,10.132,13.550
0.048,0.145,0.598,-19.653,8.057,13.184
0.043,0.155,0.593,-21.423,6.714,11.902
0.046,0.161,0.587,-22.949,4.272,10.559
0.041,0.161,0.587,-24.414,3.174,8.362
0.042,0.159,0.593,-25.574,2.075,6.653
0.039,0.148,0.601,-26.245,1.831,4.822
0.042,0.135,0.607,-25.940,1.770,2.441
0.044,0.119,0.610,-25.146,2.075,1.221
0.049,0.111,0.614,-24.597,2.563,-0.244
0.055,0.065,0.612,-22.766,3.906,-1.282
0.062,0.080,0.613,-21.179,4.883,-2.319
0.065,0.070,0.615,-18.311,6.287,-3.540
0.063,0.057,0.616,-16.541,8.301,-4.089
0.067,0.048,0.613,-14.282,10.010,-5.066
0.064,0.038,0.611,-12.573,11.536,-5.737
0.067,0.028,0.601,-11.597,12.695,-6.042
0.074,0.020,0.596,-10.498,13.855,-6.226
0.077,0.016,0.586,-10.559,14.526,-6.104
0.080,0.019,0.580,-9.338,14.465,-6.104
0.083,0.021,0.569,-9.033,14.587,-6.165
0.078,0.021,0.564,-8.484,14.587,-6.287
0.085,0.020,0.559,-8.484,14.648,-5.981
0.085,0.017,0.559,-8.423,14.404,-5.859
0.086,0.014,0.554,-8.850,14.832,-6.165
0.086,0.007,0.542,-8.301,15.076,-5.615
0.082,0.001,0.504,-5.554,14.099,-3.967
0.084,0.003,0.495,-5.066,13.733,-3.967
0.082,0.008,0.483,-4.517,12.146,-3.784
0.083,0.008,0.477,-4.272,9.888,-3.601
0.087,0.005,0.475,-3.906,9.094,-3.357
0.086,0.007,0.474,-3.601,6.958,-2.502
0.086,0.012,0.475,-2.808,6.470,-2.441
0.085,0.018,0.479,-2.197,5.920,-2.991
0.080,0.023,0.484,-1.892,4.700,-3.113
0.078,0.025,0.485,0.366,4.517,-4.150
0.077,0.026,0.488,0.977,4.578,-4.700
0.079,0.028,0.488,1.587,4.700,-5.310
0.077,0.031,0.492,2.441,4.761,-5.920
0.076,0.029,0.494,2.686,4.211,-6.287
0.078,0.026,0.497,3.479,5.066,-6.714
0.077,0.025,0.498,3.662,4.883,-6.897
0.078,0.024,0.500,3.967,5.920,-7.507
0.081,0.023,0.504,3.723,5.981,-7.629
0.080,0.025,0.507,4.639,7.202,-7.935
0.080,0.020,0.507,3.723,7.385,-8.606
0.082,0.017,0.506,2.197,8.545,-8.362
0.089,0.016,0.494,1.526,9.094,-7.324
0.090,0.014,0.484,0.244,8.728,-7.141
0.085,0.012,0.474,-15.625,7.751,-7.019
0.083,0.008,0.469,-0.793,7.935,-6.958
0.082,0.003,0.472,-1.160,6.287,-6.897
0.083,0.002,0.474,-1.282,6.409,-6.409
0.082,0.005,0.474,-1.404,5.188,-6.531
0.085,0.000,0.477,-1.465,6.165,-6.165
0.083,-0.002,0.472,-1.343,4.639,-6.165
0.078,-0.004,0.472,-1.648,4.272,-5.798
0.079,-0.008,0.471,-2.014,3.723,-5.432
0.083,-0.010,0.476,-3.113,2.930,-5.005
0.084,-0.014,0.480,-3.784,2.014,-4.150
0.083,-0.017,0.487,-4.822,1.648,-3.357
0.078,-0.015,0.487,-6.042,1.648,-2.563
0.077,-0.016,0.485,-6.409,1.892,-2.014
0.073,-0.014,0.482,-7.080,2.075,-1.160
0.069,-0.012,0.478,-6.348,2.014,-0.977
0.068,-0.008,0.477,-6.042,2.380,-0.549
0.066,-0.008,0.476,-5.615,1.892,-0.549
0.063,-0.007,0.476,-4.700,1.892,-0.488
0.060,-0.009,0.474,-4.272,1.831,-0.610
0.062,-0.008,0.472,-4.883,1.160,-0.854
0.061,-0.007,0.472,-4.333,0.366,-0.427
0.059,-0.007,0.473,-4.395,-0.305,-0.122
0.058,-0.004,0.472,-4.700,-1.221,-0.305
0.058,0.006,0.476,-4.517,-1.404,-0.366
0.061,0.011,0.483,-5.310,-2.991,-0.610
0.060,0.015,0.488,-6.409,-3.662,-0.732
0.059,0.015,0.495,-7.141,-3.906,-0.977
0.059,0.015,0.500,-7.324,-3.723,-1.343
0.060,0.018,0.503,-7.446,-4.395,-1.709
0.061,0.014,0.506,-6.531,-3.784,-2.686
0.064,0.015,0.511,-5.371,-3.662,-3.052
0.064,0.014,0.512,-3.723,-2.808,-3.906
0.067,0.016,0.518,-2.869,-2.747,-4.089
0.070,0.020,0.520,-1.343,-1.648,-4.517
0.072,0.022,0.521,-1.465,-2.136,-4.944
0.072,0.022,0.521,-0.732,-1.465,-5.493
0.075,0.020,0.523,0.061,-1.709,-5.859
0.078,0.013,0.526,1.099,-1.404,-6.042
0.080,0.007,0.531,2.014,-0.488,-6.042
0.080,-0.004,0.534,3.052,0.244,-5.798
0.081,-0.012,0.534,3.601,0.488,-5.554
0.080,-0.016,0.535,4.089,1.709,-5.005
0.077,-0.017,0.501,3.723,1.709,-3.967
0.077,-0.016,0.527,3.052,1.526,-3.296
0.072,-0.016,0.525,3.357,1.587,-3.052
0.072,-0.013,0.523,2.380,0.732,-2.319
0.072,-0.012,0.526,1.526,1.038,-2.197
0.068,-0.010,0.529,0.183,0.122,-1.648
0.065,-0.012,0.528,-0.427,-15.259,-0.854
0.066,-0.010,0.524,-1.648,-1.160,-0.977
0.068,-0.009,0.526,-1.953,-1.404,-0.488
0.065,-0.009,0.531,-2.747,-2.197,-0.122
0.070,-0.010,0.535,-2.930,-1.892,0.366
0.069,-0.009,0.539,-3.174,-2.197,1.038
0.068,-0.001,0.538,-2.136,-0.793,1.648
0.067,0.005,0.540,-1.526,-0.488,1.648
0.060,0.013,0.542,-1.343,1.221,1.099
0.055,0.019,0.542,-0.977,1.648,0.488
0.056,0.027,0.536,-0.366,2.136,-0.305
0.056,0.031,0.524,-0.122,2.502,-1.160
0.056,0.034,0.517,0.305,2.197,-2.502
0.059,0.034,0.514,0.610,1.770,-3.296
0.062,0.033,0.511,0.793,1.648,-4.150
0.064,0.025,0.511,0.427,0.977,-5.310
0.068,0.022,0.514,0.793,0.305,-5.310
0.072,0.014,0.520,1.709,-0.549,-5.676
0.071,0.007,0.523,1.587,-0.183,-5.737
0.072,-0.002,0.528,0.854,0.000,-5.310
0.072,-0.006,0.529,0.305,0.122,-4.517
0.074,-0.007,0.527,-0.183,-0.183,-4.211
0.074,-0.010,0.523,-1.282,-0.061,-3.296
0.075,-0.016,0.522,-2.380,-0.488,-2.930
0.072,-0.018,0.521,-3.052,-0.732,-2.380
0.072,-0.021,0.518,-2.869,-1.343,-1.160
0.074,-0.021,0.521,-3.479,-1.526,-0.488
0.074,-0.022,0.521,-3.906,-1.831,-0.305
0.073,-0.018,0.523,-3.845,-2.075,0.183
0.074,-0.018,0.523,-2.991,-1.953,0.671
0.075,-0.016,0.524,-2.991,-2.502,1.221
0.074,-0.016,0.524,-1.892,-2.197,1.831
0.073,-0.014,0.523,-1.282,-2.075,2.014
0.070,-0.010,0.524,-1.038,-1.343,2.014
0.069,-0.007,0.522,-0.610,-1.343,2.014
0.063,-0.003,0.523,-0.183,-1.038,1.831
0.061,0.006,0.521,0.305,-0.916,1.099
0.058,0.008,0.517,0.305,-0.732,0.549
0.058,0.005,0.513,0.000,-0.671,0.366
0.060,0.005,0.510,0.305,-1.038,-0.305
0.060,0.004,0.510,0.122,-0.732,-1.038
0.059,0.000,0.508,0.793,-1.221,-1.526
0.059,0.001,0.505,1.953,-1.526,-2.014
0.058,-0.005,0.503,2.991,-1.709,-2.625
0.060,-0.005,0.531,3.418,-1.465,-2.747
0.061,-0.005,0.500,4.822,-2.197,-2.747
0.062,-0.005,0.502,4.883,-1.404,-2.991
0.061,-0.005,0.505,5.798,-2.258,-2.869
0.061,-0.005,0.511,6.165,-2.258,-2.930
0.061,-0.004,0.516,5.798,-2.319,-3.113
0.062,-0.004,0.518,4.700,-2.747,-2.563
0.064,-0.001,0.519,4.089,-2.869,-2.563
0.063,-0.002,0.525,2.991,-2.869,-2.686
0.062,0.001,0.528,2.136,-2.258,-2.808
0.064,-0.003,0.533,1.709,-2.075,-2.747
0.064,-0.003,0.531,2.014,-1.892,-2.563
0.067,-0.003,0.522,1.099,-1.526,-2.014
0.069,-0.002,0.523,1.038,-1.648,-2.075
0.070,-0.003,0.522,1.465,-2.014,-1.831
0.070,-0.006,0.523,0.549,-2.075,-1.526
0.071,-0.004,0.526,0.366,-2.075,-1.831
0.068,-0.006,0.532,-0.122,-2.686,-1.648
0.070,-0.009,0.534,-0.854,-2.319,-1.160
0.070,-0.009,0.536,-1.038,-2.380,-0.732
0.068,-0.011,0.535,-1.892,-2.625,-0.427

0.795,-1.560,0.268,77.820,-30.212,-311.462
0.819,-1.650,0.333,89.355,-29.358,-293.030
0.837,-1.683,0.379,95.581,-27.832,-268.616
0.858,-1.724,0.419,99.915,-25.391,-246.582
0.871,-1.737,0.424,100.708,-24.475,-219.299
0.876,-1.729,0.422,98.755,-24.475,-196.655
0.880,-1.703,0.417,95.947,-26.245,-171.448
0.878,-1.657,0.416,90.942,-28.870,-151.489
0.877,-1.684,0.423,85.999,-32.715,-128.418
0.870,-1.682,0.436,80.994,-34.973,-110.168
0.870,-1.687,0.450,77.881,-36.743,-89.050
0.867,-1.689,0.471,77.209,-37.415,-71.655
0.864,-1.694,0.488,79.102,-36.926,-51.514
0.867,-1.697,0.509,82.581,-34.973,-35.156
0.869,-1.697,0.526,86.548,-32.593,-15.076
0.880,-1.689,0.547,91.370,-28.381,1.892
0.893,-1.679,0.562,95.703,-24.353,23.010
0.902,-1.665,0.577,99.670,-18.433,41.077
0.909,-1.643,0.585,101.501,-13.123,63.232
0.914,-1.617,0.584,104.370,-6.348,82.092
0.915,-1.578,0.575,106.506,-0.122,104.004
0.912,-1.544,0.548,108.093,7.019,121.399
0.909,-1.508,0.519,109.497,11.780,140.259
0.922,-1.407,0.359,112.549,23.621,211.426
0.927,-1.373,0.304,112.244,23.682,229.187
0.932,-1.324,0.269,111.755,22.522,245.850
0.932,-1.278,0.244,110.474,20.813,265.747
0.934,-1.221,0.218,107.544,18.982,282.776
0.936,-1.166,0.156,103.821,14.893,302.917
0.939,-1.101,0.150,96.619,10.681,319.946
0.941,-1.049,0.127,89.478,5.249,340.942
0.934,-0.991,0.103,82.153,-2.380,357.910
0.917,-0.902,0.080,77.576,-8.911,377.319
0.900,-0.783,0.058,74.402,-16.052,391.052
0.890,-0.690,0.034,72.510,-23.010,406.372
0.887,-0.583,-0.000,72.083,-30.151,417.114
0.870,-0.459,-0.014,72.632,-35.828,428.772
0.856,-0.362,-0.003,73.608,-43.396,437.866
0.836,-0.250,0.015,73.303,-49.255,447.327
0.819,-0.142,0.037,71.716,-56.335,455.627
0.792,-0.005,0.054,68.909,-63.599,462.524
0.765,0.120,0.072,66.040,-72.205,465.332
0.731,0.264,0.093,62.012,-80.688,463.745
0.685,0.375,0.127,59.509,-89.905,459.106
0.641,0.486,0.167,58.044,-98.511,438.232
0.575,0.579,0.202,57.129,-105.164,447.266
0.544,0.671,0.275,56.458,-110.291,443.787
0.527,0.803,0.320,54.565,-110.474,438.049
0.318,1.282,0.709,60.608,-89.661,394.470
0.241,1.376,0.720,54.932,-80.750,381.958
0.156,1.457,0.734,54.810,-76.904,362.610
0.098,1.544,0.734,57.434,-78.064,344.299
0.051,1.641,0.733,58.044,-81.543,322.205
0.036,1.687,0.743,55.786,-83.801,304.260
0.009,1.712,0.752,48.767,-83.496,285.767
-0.016,1.729,0.770,40.894,-81.360,271.545
-0.050,1.738,0.783,33.936,-79.468,254.089
-0.120,1.710,0.773,31.616,-78.918,233.887
-0.162,1.715,0.773,30.334,-80.505,221.741
-0.164,1.741,0.801,28.687,-82.458,207.886
-0.157,1.775,0.836,26.062,-83.130,195.862
-0.158,1.810,0.903,22.522,-83.679,182.495
-0.176,1.864,0.912,17.334,-83.374,171.021
-0.195,1.911,0.944,11.047,-83.191,155.579
-0.212,1.946,0.974,1.953,-81.787,141.846
-0.222,1.971,0.987,-6.653,-79.468,124.512
-0.255,1.994,0.986,-18.066,-76.965,109.009
-0.230,2.006,1.011,-28.137,-74.768,88.074
-0.219,1.988,0.979,-41.382,-67.505,67.139
-0.286,1.915,0.927,-48.340,-72.693,52.856
-0.227,1.935,0.952,-57.739,-76.172,40.039
-0.175,1.897,0.955,-68.298,-76.050,21.179
-0.162,1.814,0.938,-77.698,-71.716,5.615
-0.149,1.779,0.935,-83.191,-68.237,-12.146
-0.066,1.429,0.794,-90.393,-46.265,-66.956
-0.051,1.342,0.753,-93.933,-42.603,-91.980
-0.024,1.273,0.714,-96.985,-40.222,-85.693
0.030,1.191,0.666,-101.013,-39.307,-91.614
0.021,1.124,0.613,-104.187,-39.490,-98.999
0.046,1.045,0.568,-106.934,-39.673,-104.431
0.065,0.977,0.505,-108.765,-40.833,-109.070
0.075,0.904,0.503,-111.328,-41.382,-112.610
0.084,0.840,0.472,-113.586,-43.091,-116.821
0.086,0.769,0.445,-115.356,-44.250,-119.263
0.086,0.715,0.423,-115.479,-47.241,-122.986
0.090,0.651,0.410,-115.784,-48.706,-125.732
0.100,0.596,0.402,-114.685,-51.147,-128.235
0.110,0.539,0.394,-112.183,-52.185,-129.517
0.122,0.495,0.385,-109.192,-53.955,-131.775
0.124,0.439,0.371,-104.004,-54.871,-133.545
0.119,0.396,0.362,-97.534,-56.519,-136.902
0.108,0.343,0.362,-89.905,-57.861,-139.709
0.117,0.133,0.450,-56.274,-60.120,-154.968
0.134,0.071,0.480,-32.715,-58.899,-156.799
0.153,-0.014,0.509,-37.231,-56.030,-157.593
0.161,-0.085,0.543,-26.733,-52.612,-157.471
0.158,-0.169,0.574,-16.785,-48.950,-155.884
0.159,-0.233,0.590,-9.888,-46.021,-153.503
0.157,-0.309,0.601,-6.287,-44.250,-149.231
0.152,-0.364,0.601,-5.493,-43.823,-144.409
0.161,-0.421,0.606,-4.517,-44.006,-137.939
0.167,-0.459,0.612,-5.737,-45.227,-132.019
0.175,-0.503,0.617,-7.141,-45.959,-124.634
0.180,-0.561,0.626,-7.629,-47.241,-117.981
0.189,-0.565,0.634,-7.324,-48.584,-109.558
0.193,-0.581,0.643,-5.859,-49.194,-102.661
0.196,-0.592,0.653,-3.906,-49.316,-94.910
0.196,-0.597,0.670,-1.892,-48.889,-89.050
0.190,-0.600,0.687,0.061,-48.340,-83.069
0.189,-0.601,0.705,3.174,-46.082,-78.186
0.183,-0.606,0.713,4.395,-44.250,-72.388
0.190,-0.606,0.719,5.859,-42.114,-68.115
0.199,-0.603,0.716,7.141,-40.222,-62.378
0.206,-0.597,0.708,9.277,-39.490,-57.800
0.226,-0.556,0.746,14.709,-36.865,-41.199
0.227,-0.545,0.757,14.465,-35.339,-36.804
0.232,-0.541,0.772,13.977,-32.776,-33.447
0.232,-0.533,0.784,12.878,-30.640,-29.419
0.234,-0.525,0.791,10.620,-26.733,-25.452
0.229,-0.505,0.784,7.996,-23.743,-20.386
0.225,-0.490,0.769,5.615,-20.752,-16.296
0.217,-0.466,0.753,3.967,-18.799,-11.841
0.203,-0.407,0.730,2.930,-16.418,-8.484
0.191,-0.405,0.713,1.892,-14.526,-6.042
0.183,-0.379,0.700,1.404,-12.695,-4.395
0.172,-0.353,0.693,1.831,-10.986,-2.502
0.162,-0.334,0.686,2.258,-9.338,-2.319
0.152,-0.320,0.682,3.174,-7.019,-1.160
0.149,-0.309,0.677,4.578,-3.906,-0.427
0.141,-0.297,0.670,6.531,-1.160,0.366
0.131,-0.281,0.656,8.911,2.197,1.587
0.123,-0.258,0.643,9.705,3.357,3.052
0.119,-0.242,0.628,11.047,5.493,4.089
0.110,-0.217,0.616,11.047,6.714,5.798
0.101,-0.199,0.602,10.620,7.629,7.324
0.095,-0.176,0.591,8.789,6.775,8.484
0.089,-0.163,0.584,8.057,7.263,9.949
0.086,-0.147,0.573,5.615,6.653,11.536
0.078,-0.132,0.566,3.296,7.019,13.855
0.070,-0.109,0.554,2.258,6.592,15.320
0.066,-0.087,0.547,1.831,6.653,16.968
0.058,-0.032,0.543,0.977,6.042,18.494
0.050,-0.040,0.536,-0.244,5.859,19.653
0.046,-0.012,0.532,-1.160,5.432,19.287
0.042,0.017,0.537,-1.099,6.042,18.799
0.033,0.039,0.530,-1.526,5.676,17.639
0.023,0.065,0.526,-1.099,6.775,16.052
0.013,0.082,0.516,-1.404,6.958,14.038
0.007,0.102,0.506,-1.404,7.019,12.024
0.004,0.113,0.501,-1.770,6.409,8.301
0.003,0.115,0.502,-1.282,5.493,5.432
0.001,0.115,0.504,-0.793,5.737,2.319
0.002,0.113,0.508,-1.221,5.066,-0.427
0.005,0.103,0.511,-1.709,5.066,-3.418
0.010,0.097,0.520,-3.479,5.066,-4.822
0.017,0.085,0.521,-4.517,5.127,-6.958
0.019,0.072,0.524,-6.775,4.944,-8.179
0.028,0.057,0.519,-9.094,4.578,-8.850
0.032,0.041,0.506,-11.597,4.150,-9.155
0.039,0.027,0.503,-13.916,2.747,-9.033
0.041,0.008,0.500,-31.067,0.977,-8.362
0.047,-0.012,0.493,-17.639,-0.244,-7.324
0.046,-0.027,0.491,-19.348,-2.014,-5.859
0.050,-0.043,0.489,-19.775,-2.930,-4.211
0.051,-0.050,0.492,-19.165,-4.150,-2.319
0.052,-0.058,0.494,-17.639,-4.578,-0.854
0.054,-0.062,0.499,-0.854,-5.310,1.465
0.055,-0.061,0.500,-14.038,-4.883,3.052
0.052,-0.055,0.504,-12.207,-4.700,4.883
0.053,-0.042,0.513,-10.132,-4.395,5.981
0.050,-0.032,0.518,-8.606,-4.150,6.775
0.046,-0.016,0.521,-7.202,-4.639,7.141
0.045,-0.005,0.522,-6.958,-4.089,7.629
0.043,0.006,0.523,-6.226,-4.456,7.019
0.044,0.018,0.523,-5.554,-4.700,6.348
0.042,0.024,0.521,-5.005,-4.761,5.798
0.040,0.024,0.527,-4.150,-4.395,4.333
0.042,0.027,0.531,-3.113,-4.700,3.479
0.045,0.033,0.535,-2.319,-3.540,2.808
0.048,0.037,0.540,-1.465,-3.052,1.709
0.049,0.042,0.543,-0.122,-2.075,0.854
0.049,0.041,0.541,-0.183,-2.258,-0.122
0.049,0.037,0.537,-0.366,-1.709,-1.099
0.047,0.038,0.534,-0.610,-2.319,-1.587
0.051,0.036,0.535,-1.709,-1.953,-1.648
0.055,0.038,0.540,-2.808,-2.930,-1.953
0.058,0.038,0.541,-3.174,-2.747,-2.075
0.061,0.039,0.543,-3.906,-2.869,-1.892
0.062,0.039,0.540,-4.700,-2.686,-2.258
0.062,0.041,0.541,-5.005,-2.808,-3.113
0.060,0.039,0.542,-3.723,-1.526,-3.113
