aX,aY,aZ,gX,gY,gZ
0.021,-0.063,0.516,2.991,-1.343,-3.601
0.022,-0.064,0.518,3.052,-1.526,-3.906
0.021,-0.065,0.520,2.625,-1.099,-3.662
0.022,-0.067,0.515,2.747,-1.221,-3.845
0.025,-0.070,0.517,2.991,-1.648,-3.601
0.022,-0.071,0.516,3.723,-2.075,-3.601
0.024,-0.066,0.515,3.479,-2.502,-3.052
0.021,-0.060,0.520,3.784,-2.930,-2.991
0.023,-0.051,0.526,4.028,-3.845,-3.723
0.031,-0.042,0.533,3.967,-4.028,-3.113
0.036,-0.035,0.536,2.747,-5.005,-3.052
0.039,-0.030,0.538,1.587,-4.639,-3.113
0.035,-0.025,0.544,0.610,-4.578,-2.441
0.031,-0.032,0.547,-1.221,-4.028,-2.869
0.031,-0.031,0.546,-1.648,-3.723,-2.747
0.033,-0.033,0.546,-1.953,-3.235,-2.930
0.033,-0.033,0.544,-2.747,-3.235,-2.686
0.036,-0.037,0.545,-2.930,-3.174,-2.197
0.037,-0.045,0.547,-3.601,-2.441,-1.953
0.037,-0.047,0.542,-4.639,-2.014,-1.526
0.039,-0.050,0.541,-4.761,-2.014,-1.282
0.034,-0.055,0.535,-4.150,-1.343,-1.282
0.034,-0.059,0.533,-4.089,-1.099,-1.343
0.032,-0.061,0.530,-3.418,-0.671,-1.343
0.031,-0.067,0.530,-3.174,-0.488,-1.221
0.034,-0.070,0.528,-3.357,-0.488,-0.854
0.033,-0.070,0.525,-2.136,-0.610,-0.610
0.034,-0.069,0.521,-1.770,-0.671,-0.366
0.030,-0.066,0.520,-0.793,-0.854,-0.671
0.030,-0.063,0.515,-0.610,-1.465,-0.671
0.030,-0.056,0.516,0.305,-1.526,-0.488
0.031,-0.054,0.516,-0.977,-1.770,-0.732
0.032,-0.055,0.522,-1.221,-2.380,-1.099
0.032,-0.055,0.526,-1.404,-1.953,-1.099
0.031,-0.057,0.529,-1.099,-1.465,-0.732
0.032,-0.060,0.529,-0.732,-1.221,-0.610
0.028,-0.061,0.528,0.671,-0.305,-0.244
0.028,-0.058,0.522,1.587,-0.183,-0.061
0.027,-0.057,0.522,2.136,0.488,-0.061
0.029,-0.052,0.519,2.930,0.610,0.000
0.027,-0.047,0.521,2.930,0.854,-0.061
0.028,-0.046,0.521,3.662,0.610,-0.061
0.030,-0.047,0.517,3.052,0.977,-0.488
0.027,-0.047,0.519,2.319,0.732,-0.610
0.026,-0.049,0.517,2.258,0.854,-0.916
0.025,-0.050,0.512,1.953,-0.305,-0.916
0.023,-0.048,0.513,1.587,-0.305,-1.038
0.025,-0.048,0.507,1.648,-1.221,-1.465
0.024,-0.047,0.502,0.732,-1.587,-1.770
0.026,-0.046,0.504,0.671,-2.197,-1.526
0.032,-0.050,0.500,0.366,-2.991,-1.465
0.032,-0.052,0.501,-0.183,-3.235,-1.038
0.030,-0.056,0.505,-0.122,-3.357,-0.977
0.026,-0.059,0.506,0.427,-3.357,-0.732
0.026,-0.060,0.508,0.916,-3.662,-0.488
0.026,-0.055,0.514,0.916,-3.723,-0.244
0.031,-0.052,0.521,0.916,-3.906,-0.183
0.030,-0.046,0.527,-0.305,-3.601,0.488
0.030,-0.050,0.532,-1.526,-3.479,0.305
0.033,-0.048,0.530,-2.991,-3.235,0.488
0.033,-0.053,0.526,-3.723,-3.479,0.732
0.033,-0.051,0.523,-4.150,-3.479,0.610
0.033,-0.054,0.517,-4.639,-3.967,0.488
0.033,-0.054,0.508,-4.822,-4.822,0.305
0.032,-0.060,0.508,-5.188,-6.470,0.183
0.034,-0.065,0.514,-4.456,-7.263,-0.549
0.040,-0.067,0.527,-4.517,-7.812,-0.671

0.817,-1.843,-0.034,-36.011,-29.602,-292.603
0.825,-1.951,-0.037,-42.969,-37.598,-267.822
0.824,-2.042,-0.038,-47.180,-44.617,-235.840
0.818,-2.118,-0.036,-47.607,-52.429,-208.801
0.799,-2.118,-0.024,-46.692,-58.533,-177.063
0.779,-2.128,-0.005,-42.664,-65.063,-152.039
0.759,-2.125,0.020,-38.818,-70.190,-122.986
0.750,-2.106,0.061,-34.424,-74.463,-100.098
0.738,-2.086,0.101,-30.212,-77.087,-74.036
0.730,-2.051,0.146,-23.376,-77.881,-53.650
0.709,-2.011,0.214,-17.456,-78.003,-31.189
0.703,-1.959,0.219,-8.606,-76.233,-14.160
0.685,-1.918,0.249,0.000,-72.693,4.639
0.674,-1.872,0.270,11.353,-68.115,19.714
0.652,-1.829,0.290,21.545,-62.744,36.255
0.637,-1.777,0.303,32.532,-56.396,49.866
0.619,-1.730,0.308,41.077,-48.950,64.880
0.608,-1.677,0.307,51.331,-42.114,77.454
0.595,-1.628,0.294,60.913,-34.607,91.309
0.582,-1.561,0.266,71.411,-28.809,102.295
0.571,-1.499,0.230,80.139,-24.963,114.014
0.553,-1.211,0.096,103.455,-23.682,152.283
0.547,-1.149,0.081,104.309,-27.161,159.851
0.541,-1.109,0.078,103.943,-31.677,169.006
0.531,-1.067,0.080,103.577,-34.790,177.124
0.514,-1.032,0.078,104.248,-38.208,187.317
0.507,-0.992,0.085,106.018,-41.809,195.496
0.499,-0.935,0.091,109.497,-42.969,204.346
0.490,-0.853,0.106,115.051,-44.922,211.792
0.474,-0.819,0.112,120.422,-44.006,219.238
0.455,-0.725,0.112,127.258,-44.189,224.854
0.435,-0.679,0.104,132.690,-44.312,230.652
0.420,-0.610,0.101,138.367,-45.654,234.253
0.412,-0.527,0.108,142.151,-46.570,236.938
0.412,-0.460,0.120,144.348,-46.631,238.770
0.408,-0.396,0.136,143.799,-46.875,240.906
0.401,-0.353,0.149,142.944,-46.814,243.164
0.395,-0.307,0.154,140.564,-47.058,246.399
0.389,-0.267,0.160,138.000,-47.241,249.451
0.383,-0.221,0.166,135.315,-47.424,251.587
0.345,-0.085,0.142,120.300,-51.697,260.437
0.337,-0.052,0.129,117.126,-55.420,261.780
0.328,-0.005,0.117,113.586,-58.899,262.878
0.315,0.037,0.114,111.450,-64.880,261.902
0.303,0.079,0.121,110.962,-68.237,260.620
0.284,0.110,0.128,112.427,-73.547,257.874
0.273,0.146,0.145,113.525,-76.721,256.348
0.267,0.171,0.165,114.319,-80.688,256.470
0.261,0.246,0.189,115.784,-86.853,257.446
0.249,0.290,0.225,118.042,-92.468,258.728
0.239,0.397,0.285,117.249,-98.267,259.888
0.302,0.422,0.348,115.173,-103.333,260.315
0.216,0.552,0.450,110.657,-105.835,259.583
0.248,0.649,0.526,104.187,-105.103,259.216
0.216,0.733,0.566,97.046,-103.760,254.944
0.200,0.804,0.650,88.013,-102.600,249.878
0.167,0.855,0.709,76.660,-95.398,245.728
0.146,0.929,0.726,58.411,-87.341,241.699
0.080,0.960,0.695,46.326,-86.426,233.582
0.047,1.016,0.670,41.321,-94.849,225.281
0.015,1.070,0.677,42.053,-106.079,215.393
0.017,1.184,0.740,37.598,-114.990,206.787
0.025,1.244,0.813,28.076,-115.662,193.542
-0.082,1.238,0.969,-2.930,-90.698,137.329
-0.089,1.232,0.971,-3.845,-88.013,127.441
-0.078,1.244,0.982,-4.761,-87.341,117.310
-0.068,1.265,1.010,-5.859,-83.435,108.154
-0.063,1.286,1.036,-7.324,-64.209,96.802
-0.060,1.291,1.075,-8.850,-71.533,86.975
-0.063,1.275,1.095,-8.362,-47.668,74.829
-0.068,1.220,1.099,-5.310,-53.406,64.148
-0.079,1.226,1.084,-2.869,-45.044,51.575
-0.083,1.201,1.053,0.000,-36.255,41.565
-0.085,1.172,1.025,0.000,-29.480,29.541
-0.088,1.142,0.982,-0.549,-24.109,20.386
-0.071,1.101,0.948,-2.808,-22.156,10.315
-0.056,1.075,0.913,-5.676,-20.508,2.869
-0.032,1.037,0.895,-8.911,-19.775,-4.517
-0.007,1.001,0.879,-13.000,-18.127,-9.155
0.019,0.958,0.861,-15.991,-16.113,-13.916
0.031,0.923,0.838,-20.569,-14.160,-17.334
0.037,0.887,0.809,-24.170,-12.756,-21.362
0.037,0.860,0.764,-28.564,-12.695,-24.902
0.040,0.834,0.724,-31.982,-13.123,-28.503
0.044,0.816,0.681,-36.621,-16.479,-31.372
0.062,0.802,0.657,-40.039,-18.616,-34.180
0.080,0.793,0.640,-44.495,-22.217,-37.048
0.101,0.781,0.631,-48.706,-23.315,-39.734
0.114,0.770,0.626,-51.147,-23.987,-41.748
0.124,0.752,0.622,-53.223,-23.743,-45.227
0.126,0.734,0.614,-54.871,-22.949,-47.852
0.136,0.651,0.500,-53.467,-16.968,-59.082
0.134,0.647,0.479,-52.246,-18.250,-62.256
0.132,0.638,0.458,-51.636,-20.264,-65.186
0.131,0.625,0.455,-51.575,-22.095,-68.726
0.133,0.612,0.458,-52.551,-23.682,-71.899
0.135,0.588,0.466,-54.443,-24.170,-75.562
0.142,0.558,0.469,-56.396,-24.231,-77.820
0.146,0.516,0.450,-56.763,-23.376,-79.041
0.138,0.484,0.417,-56.580,-23.010,-79.834
0.128,0.468,0.385,-57.068,-24.780,-81.116
0.115,0.461,0.363,-57.251,-28.381,-82.764
0.104,0.448,0.362,-57.556,-32.043,-85.938
0.095,0.433,0.379,-58.472,-35.095,-89.905
0.097,0.399,0.404,-58.411,-36.255,-94.421
0.096,0.360,0.424,-56.152,-36.072,-98.328
0.095,0.310,0.433,-53.345,-34.241,-102.478
0.096,0.277,0.426,-47.913,-32.104,-105.408
0.091,0.244,0.413,-42.786,-31.250,-108.826
0.087,0.215,0.412,-38.147,-30.884,-111.938
0.082,0.188,0.413,-34.180,-31.006,-115.540
0.075,0.166,0.424,-29.846,-31.555,-119.690
0.059,0.120,0.442,-26.428,-31.311,-124.817
0.053,0.082,0.465,-24.109,-30.884,-129.028
0.055,-0.219,0.468,-21.912,-28.809,-136.169
0.067,-0.253,0.463,-22.766,-30.151,-134.399
0.075,-0.298,0.457,-25.818,-32.532,-131.470
0.086,-0.347,0.459,-29.541,-35.889,-126.953
0.091,-0.390,0.464,-34.729,-38.635,-122.192
0.093,-0.438,0.467,-38.940,-41.504,-116.516
0.090,-0.471,0.474,-42.847,-44.067,-110.901
0.078,-0.507,0.477,-44.861,-46.204,-104.614
0.068,-0.535,0.478,-47.119,-47.974,-99.243
0.052,-0.560,0.483,-48.645,-50.415,-93.384
0.040,-0.587,0.488,-49.072,-52.124,-88.318
0.036,-0.602,0.495,-48.889,-53.833,-82.153
0.040,-0.614,0.504,-48.218,-55.481,-76.843
0.046,-0.618,0.512,-47.180,-56.763,-70.801
0.053,-0.617,0.524,-44.617,-57.373,-65.613
0.054,-0.609,0.538,-41.260,-57.678,-60.791
0.052,-0.598,0.561,-37.903,-57.129,-57.678
0.047,-0.594,0.579,-34.607,-56.274,-54.260
0.045,-0.591,0.605,-30.762,-55.054,-51.880
0.067,-0.566,0.643,-16.357,-45.837,-40.283
0.073,-0.551,0.646,-13.672,-44.495,-37.354
0.084,-0.535,0.651,-11.108,-43.457,-34.058
0.089,-0.524,0.665,-9.338,-42.419,-31.250
0.093,-0.515,0.676,-8.301,-41.504,-27.161
0.101,-0.501,0.693,-8.667,-39.978,-23.254
0.107,-0.487,0.700,-9.644,-38.391,-18.127
0.111,-0.472,0.704,-10.803,-36.621,-14.038
0.115,-0.447,0.703,-10.315,-36.072,-9.277
0.123,-0.413,0.703,-10.681,-34.729,-5.615
0.124,-0.368,0.707,-10.742,-33.752,-2.136
0.123,-0.334,0.714,-10.010,-32.593,-0.305
0.120,-0.301,0.720,-10.193,-30.884,1.282
0.119,-0.272,0.730,-8.789,-28.809,2.258
0.116,-0.241,0.730,-7.263,-25.696,3.418
0.115,-0.216,0.727,-4.333,-21.851,4.150
0.119,-0.186,0.720,-2.258,-19.287,3.784
0.124,-0.128,0.711,0.427,-15.930,3.113
0.124,-0.133,0.708,2.625,-14.221,2.014
0.121,-0.118,0.700,3.174,-11.108,0.854
0.115,-0.107,0.692,3.296,-9.094,-0.122
0.114,-0.107,0.685,2.991,-7.507,-0.549
0.109,-0.108,0.675,2.625,-5.493,-0.671
0.106,-0.108,0.662,1.282,-4.150,-0.549
0.100,-0.100,0.654,-0.305,-2.869,0.000
0.101,-0.096,0.642,-0.427,-1.465,0.732
0.099,-0.095,0.632,0.305,0.305,1.465
0.098,-0.089,0.602,1.648,1.892,1.587
0.095,-0.080,0.575,2.380,2.197,1.526
0.093,-0.075,0.557,1.831,1.343,1.526
0.089,-0.068,0.550,-0.244,0.305,1.953
0.089,-0.064,0.555,-2.014,-1.343,2.930
0.091,-0.068,0.561,-4.333,-2.319,3.418
0.089,-0.071,0.593,-5.371,-2.441,4.211
0.087,-0.072,0.562,-6.165,-2.319,4.822
0.078,-0.070,0.560,-7.446,-2.075,5.554
0.075,-0.063,0.555,-6.836,-1.770,5.859
0.070,-0.052,0.549,-5.005,-1.831,5.798
0.065,-0.039,0.537,-3.662,-1.343,5.432
0.068,-0.028,0.530,-2.625,-1.709,4.761
0.067,-0.020,0.522,-1.709,-2.197,3.784
0.067,-0.013,0.518,-0.366,-3.174,2.747
0.068,-0.009,0.521,0.305,-4.150,2.319
0.068,-0.004,0.530,0.916,-4.639,0.793
0.071,-0.005,0.544,2.075,-5.127,-0.305
0.075,-0.013,0.551,3.052,-4.028,-1.282
0.074,-0.019,0.559,3.967,-2.747,-1.587
0.076,-0.025,0.563,4.578,-1.343,-1.831
0.072,-0.028,0.556,5.188,-0.488,-1.404
0.074,-0.029,0.547,5.432,0.427,-1.099
0.070,-0.022,0.536,4.639,0.183,-0.793
0.065,-0.019,0.529,3.357,-0.183,-0.305
0.067,-0.016,0.526,1.892,-0.854,-0.061
0.064,-0.015,0.527,0.671,-1.221,0.122
0.064,-0.013,0.525,-0.488,-1.709,-0.061
0.064,-0.012,0.523,-2.014,-1.587,0.000
0.065,-0.015,0.523,-3.479,-1.831,0.488
0.064,-0.016,0.519,-3.784,-2.258,0.366
0.064,-0.014,0.521,-4.150,-2.319,0.244
0.060,-0.011,0.521,-3.784,-2.014,0.061
0.057,-0.009,0.518,-3.479,-2.014,-0.366
0.064,-0.006,0.525,-1.221,-0.122,-3.601
0.063,-0.011,0.524,0.061,0.244,-4.333
0.066,-0.016,0.526,0.793,0.732,-5.127
0.067,-0.019,0.528,1.343,1.221,-5.371
0.068,-0.020,0.527,2.075,1.221,-6.042
0.073,-0.022,0.531,2.441,1.160,-6.348
0.077,-0.023,0.532,2.319,1.343,-6.470
0.081,-0.024,0.534,2.441,1.953,-6.226
0.084,-0.026,0.533,2.136,2.441,-6.165
0.086,-0.026,0.535,2.075,2.380,-6.165
0.089,-0.026,0.532,1.709,2.747,-5.798
0.091,-0.026,0.530,2.625,2.930,-5.737
0.089,-0.025,0.524,2.930,3.662,-5.737
0.086,-0.025,0.519,3.723,3.601,-5.737
0.085,-0.024,0.518,4.089,3.906,-5.920
0.086,-0.026,0.517,4.272,3.845,-6.104
0.088,-0.030,0.516,4.272,3.906,-5.920
0.089,-0.032,0.514,3.967,3.723,-5.859
0.090,-0.034,0.515,3.052,3.357,-5.737
0.090,-0.042,0.514,2.197,3.418,-5.310
0.090,-0.044,0.513,1.526,3.235,-4.944
0.088,-0.052,0.505,1.038,2.869,-4.700
0.085,-0.059,0.502,0.671,2.747,-4.333
0.082,-0.062,0.469,0.793,2.686,-3.662
0.080,-0.068,0.499,1.343,2.258,-3.235
0.078,-0.072,0.496,2.014,2.319,-2.319
0.078,-0.073,0.497,2.747,2.075,-1.770
0.079,-0.073,0.492,3.479,1.709,-0.793
0.079,-0.073,0.493,4.333,1.526,0.061
0.077,-0.070,0.490,4.944,1.648,1.038
0.073,-0.069,0.488,5.615,1.282,1.892
0.073,-0.064,0.487,6.592,1.038,3.174
0.073,-0.058,0.489,6.958,0.732,3.540
0.070,-0.050,0.488,7.202,0.305,4.089
0.067,-0.047,0.489,7.263,-0.183,5.310
0.068,-0.038,0.488,6.714,-1.099,5.981
0.069,-0.029,0.490,5.859,-1.831,6.653
0.066,-0.022,0.498,5.249,-2.930,6.958
0.066,-0.015,0.529,4.333,-3.906,7.202
0.066,-0.005,0.506,3.479,-4.761,7.385
0.063,0.003,0.508,3.540,-5.127,6.714
0.062,0.010,0.512,2.930,-5.554,6.226
0.061,0.018,0.519,2.380,-5.859,4.883
0.061,0.022,0.521,1.343,-6.226,3.723
0.062,0.022,0.525,0.366,-6.348,2.686
0.065,0.018,0.531,-1.038,-6.348,1.892
0.067,0.017,0.535,-2.502,-6.775,0.977
0.068,0.016,0.534,-3.418,-7.080,-0.183
0.069,0.015,0.537,-4.333,-6.958,-0.977
0.072,0.008,0.538,-5.005,-6.775,-2.319
0.074,0.007,0.538,-5.676,-6.348,-3.052
0.074,0.001,0.539,-4.883,-6.531,-3.967
0.078,-0.006,0.539,-5.066,-6.287,-4.944
0.079,-0.011,0.539,-5.310,-6.287,-5.676
0.081,-0.020,0.544,-5.432,-5.493,-6.104
0.084,-0.026,0.543,-5.615,-5.249,-6.531
0.086,-0.034,0.543,-5.554,-4.883,-6.653
0.086,-0.037,0.542,-5.676,-4.333,-6.042
0.088,-0.041,0.542,-5.737,-4.150,-5.920
0.087,-0.046,0.541,-5.676,-4.150,-5.676
0.085,-0.048,0.539,-5.615,-3.723,-5.493
0.085,-0.047,0.538,-4.944,-3.418,-4.944
0.088,-0.045,0.538,-5.066,-3.052,-4.456
0.084,-0.044,0.536,-4.822,-2.625,-4.333
0.085,-0.043,0.533,-5.066,-2.380,-4.150
0.083,-0.045,0.530,-5.066,-1.953,-3.662
0.081,-0.049,0.526,-5.310,-2.563,-3.357
0.083,-0.054,0.524,-5.310,-2.197,-2.747
0.086,-0.055,0.520,-4.883,-2.502,-2.258
0.086,-0.056,0.522,-4.333,-2.014,-1.343
0.088,-0.050,0.521,-4.211,-2.014,-0.671
0.087,-0.047,0.520,-3.662,-1.648,-0.366
0.086,-0.041,0.516,-3.113,-1.892,-0.244
0.084,-0.039,0.514,-3.174,-2.075,-0.122
0.084,-0.035,0.516,-2.930,-2.441,-0.549
0.083,-0.034,0.519,-2.991,-2.625,-0.916
0.088,-0.036,0.521,-2.136,-2.747,-1.099
0.085,-0.039,0.526,-1.831,-2.441,-1.099
0.088,-0.042,0.530,-1.221,-2.075,-1.343
0.089,-0.043,0.535,-0.732,-1.587,-1.343
0.086,-0.045,0.535,-0.244,-0.916,-1.404
0.088,-0.047,0.537,0.305,0.061,-1.221
0.089,-0.051,0.532,0.122,0.977,-0.854
0.089,-0.052,0.527,0.244,0.977,-0.671
0.091,-0.052,0.523,0.977,0.854,-0.183
0.090,-0.047,0.517,0.854,0.549,0.305
0.087,-0.043,0.516,0.183,0.244,0.671
0.086,-0.039,0.517,-15.442,-0.366,0.793
0.082,-0.038,0.519,-0.183,-0.122,0.977
0.084,-0.039,0.514,-0.732,-0.244,0.977
0.088,-0.036,0.514,-0.488,0.000,0.854
0.091,-0.034,0.515,15.259,0.183,0.732
0.089,-0.033,0.516,0.122,-0.061,0.671
0.084,-0.035,0.516,0.793,0.549,0.366
0.083,-0.036,0.520,0.305,0.549,0.305
0.082,-0.041,0.521,-0.061,0.671,0.061
0.085,-0.038,0.521,-0.427,0.671,0.061
0.086,-0.040,0.518,-0.977,0.671,0.122
0.086,-0.044,0.513,-1.404,0.854,0.122
0.087,-0.047,0.510,-2.075,0.854,0.122
0.086,-0.050,0.507,-1.465,0.732,0.244
0.079,-0.051,0.507,-1.465,0.427,-0.061
0.074,-0.050,0.504,-0.366,0.366,-0.488
0.074,-0.047,0.502,0.305,-0.183,-1.099
0.074,-0.049,0.498,0.610,-0.244,-1.709
0.072,-0.052,0.496,0.977,-1.160,-2.625

0.720,-1.757,0.111,-35.095,-12.451,-184.265
0.718,-1.799,0.107,-39.368,-18.188,-164.856
0.714,-1.840,0.107,-41.504,-24.231,-141.296
0.709,-1.865,0.118,-42.297,-28.076,-122.253
0.699,-1.889,0.128,-40.833,-30.823,-99.243
0.689,-1.900,0.144,-37.476,-32.288,-81.116
0.682,-1.915,0.156,-32.288,-32.654,-59.570
0.674,-1.916,0.163,-25.085,-33.142,-41.504
0.668,-1.898,0.171,-17.212,-32.288,-20.386
0.667,-1.870,0.183,-6.470,-30.029,-3.540
0.669,-1.824,0.195,3.357,-27.527,14.893
0.672,-1.750,0.206,13.489,-23.010,29.419
0.671,-1.735,0.212,20.508,-20.142,45.959
0.666,-1.699,0.206,26.611,-16.418,59.753
0.654,-1.652,0.201,30.212,-13.855,76.111
0.642,-1.618,0.182,34.424,-12.024,88.318
0.632,-1.571,0.160,38.269,-10.620,103.333
0.626,-1.533,0.135,43.396,-9.949,115.234
0.623,-1.485,0.115,48.828,-9.460,128.052
0.615,-1.444,0.094,56.213,-8.911,139.099
0.598,-1.395,0.085,64.575,-8.728,152.344
0.586,-1.359,0.069,72.327,-8.728,162.598
0.568,-1.298,0.062,82.092,-8.057,172.119
0.547,-1.252,0.055,90.576,-8.667,182.922
0.531,-1.195,0.057,99.731,-8.545,191.101
0.548,-0.990,0.067,121.887,-8.545,227.478
0.563,-0.947,0.051,125.061,-8.972,236.572
0.576,-0.882,0.039,126.404,-10.681,245.728
0.590,-0.823,0.027,127.319,-12.085,256.897
0.595,-0.753,0.014,125.488,-14.893,265.625
0.596,-0.697,-0.000,123.474,-18.372,275.513
0.599,-0.630,-0.017,121.887,-22.400,283.203
0.597,-0.575,-0.061,120.605,-28.198,291.199
0.606,-0.505,-0.037,120.483,-32.349,296.936
0.617,-0.451,-0.027,121.582,-37.903,303.528
0.614,-0.396,-0.017,121.765,-41.260,310.547
0.609,-0.339,-0.008,122.070,-46.021,317.200
0.601,-0.280,0.007,123.596,-49.622,322.693
0.588,-0.214,0.010,126.587,-52.979,329.651
0.576,-0.116,0.012,129.150,-56.763,333.740
0.571,-0.027,0.023,130.798,-59.814,336.670
0.566,0.079,0.044,134.033,-62.683,337.646
0.558,0.164,0.066,136.108,-64.270,336.487
0.538,0.271,0.097,138.245,-67.078,334.106
0.476,0.529,0.204,133.972,-67.871,319.641
0.450,0.568,0.219,130.432,-68.420,312.317
0.414,0.614,0.239,124.023,-69.153,304.810
0.363,0.638,0.239,118.347,-71.411,297.180
0.318,0.660,0.229,114.136,-77.881,293.030
0.296,0.707,0.244,108.887,-84.595,291.077
0.293,0.777,0.301,104.431,-93.811,291.565
0.295,0.889,0.365,97.961,-99.548,292.114
0.141,1.005,0.440,89.661,-105.164,290.955
0.290,1.151,0.537,79.834,-103.943,287.170
0.250,1.266,0.632,72.693,-103.699,279.114
0.175,1.351,0.686,64.575,-103.088,269.836
0.137,1.442,0.774,55.176,-96.375,260.010
0.081,1.545,0.796,39.734,-85.022,247.864
0.004,1.575,0.804,32.532,-81.543,229.980
-0.044,1.589,0.818,30.640,-81.421,215.332
-0.073,1.617,0.834,32.776,-83.313,198.975
-0.075,1.665,0.892,31.982,-81.604,185.913
-0.072,1.719,0.933,27.710,-74.524,169.434
-0.094,1.733,0.948,22.705,-63.965,154.602
-0.127,1.733,0.932,16.357,-57.251,139.404
-0.164,1.716,0.886,13.123,-52.368,122.437
-0.180,1.702,0.849,9.277,-52.063,108.337
-0.185,1.699,0.823,3.601,-52.734,92.773
-0.181,1.695,0.811,-4.700,-54.504,80.688
-0.169,1.590,0.844,-33.691,-50.964,34.058
-0.174,1.563,0.845,-36.621,-47.302,21.851
-0.173,1.528,0.839,-38.879,-44.250,11.719
-0.179,1.499,0.824,-41.260,-41.626,0.854
-0.170,1.473,0.806,-44.006,-39.734,-7.263
-0.149,1.460,0.792,-62.256,-37.109,-16.235
-0.130,1.444,0.776,-51.086,-35.400,-23.254
-0.115,1.429,0.757,-55.481,-33.691,-32.166
-0.112,1.406,0.736,-61.401,-32.166,-41.016
-0.105,1.378,0.711,-67.383,-31.799,-48.523
-0.093,1.342,0.691,-74.890,-31.006,-56.946
-0.083,1.309,0.657,-81.543,-31.311,-63.965
-0.058,1.264,0.626,-89.233,-31.006,-71.716
-0.042,1.224,0.587,-95.947,-32.959,-78.552
-0.025,1.170,0.563,-99.548,-32.898,-85.999
-0.012,1.124,0.543,-103.882,-34.058,-91.919
0.002,1.069,0.527,-106.384,-33.630,-98.999
0.016,1.019,0.508,-107.605,-33.447,-104.980
0.034,0.958,0.489,-107.300,-32.166,-112.122
0.047,0.906,0.468,-106.140,-31.921,-117.432
0.057,0.841,0.459,-104.614,-30.884,-123.657
0.044,0.635,0.388,-98.572,-33.386,-145.386
0.044,0.584,0.375,-97.290,-36.072,-149.963
0.053,0.521,0.377,-95.093,-38.818,-154.968
0.061,0.465,0.378,-90.576,-40.833,-158.569
0.069,0.390,0.387,-85.022,-42.358,-163.025
0.073,0.329,0.404,-76.965,-42.664,-165.894
0.069,0.259,0.427,-69.946,-42.297,-168.884
0.065,0.203,0.455,-63.110,-41.931,-171.814
0.062,0.134,0.467,-57.739,-40.283,-174.377
0.070,0.079,0.484,-53.833,-40.161,-176.880
0.084,0.020,0.495,-53.650,-39.551,-179.077
0.091,-0.048,0.503,-54.871,-39.673,-179.565
0.109,-0.130,0.486,-56.580,-39.307,-177.490
0.128,-0.188,0.457,-59.875,-41.260,-175.293
0.150,-0.250,0.436,-62.378,-43.213,-171.387
0.161,-0.302,0.422,-63.782,-47.180,-167.725
0.171,-0.358,0.418,-64.697,-50.415,-164.185
0.173,-0.409,0.428,-64.636,-55.237,-161.438
0.178,-0.469,0.444,-63.782,-57.617,-158.386
0.220,-0.713,0.538,-47.119,-59.875,-139.954
0.230,-0.770,0.555,-38.208,-57.983,-133.301
0.229,-0.798,0.569,-30.701,-55.603,-124.329
0.223,-0.815,0.580,-22.095,-53.406,-116.821
0.211,-0.818,0.586,-16.541,-51.392,-108.582
0.203,-0.816,0.596,-11.536,-50.537,-102.417
0.200,-0.815,0.613,-9.460,-50.964,-94.727
0.206,-0.816,0.628,-9.583,-50.537,-88.562
0.217,-0.823,0.645,-11.597,-51.025,-80.688
0.222,-0.831,0.653,-13.367,-50.476,-73.547
0.224,-0.835,0.665,-13.672,-50.720,-64.758
0.221,-0.827,0.672,-14.160,-49.744,-56.458
0.218,-0.815,0.682,-14.038,-48.157,-49.744
0.214,-0.789,0.690,-12.573,-46.570,-41.931
0.217,-0.757,0.698,-10.193,-44.556,-36.499
0.216,-0.720,0.699,-8.545,-42.664,-30.334
0.212,-0.688,0.698,-5.859,-39.734,-25.635
0.206,-0.645,0.697,-3.418,-38.330,-21.240
0.200,-0.608,0.698,-1.587,-35.461,-17.639
0.197,-0.564,0.703,0.122,-34.241,-13.367
0.193,-0.524,0.714,1.770,-32.166,-10.864
0.159,-0.383,0.756,5.249,-18.127,-4.761
0.155,-0.360,0.748,5.005,-14.404,-3.418
0.155,-0.314,0.736,5.371,-10.010,-1.770
0.155,-0.318,0.721,5.798,-6.714,0.732
0.149,-0.296,0.701,6.958,-3.357,2.625
0.132,-0.265,0.681,8.057,-1.221,3.967
0.110,-0.244,0.652,9.705,0.610,5.066
0.092,-0.211,0.632,10.193,1.160,5.798
0.085,-0.187,0.619,10.254,0.854,6.348
0.077,-0.154,0.614,9.460,0.854,6.714
0.079,-0.128,0.612,8.972,0.305,6.714
0.078,-0.102,0.610,8.118,0.488,7.141
0.075,-0.079,0.610,5.859,0.854,6.714
0.070,-0.055,0.609,4.883,1.892,6.653
0.062,-0.040,0.604,4.150,2.502,5.798
0.055,-0.024,0.597,2.747,3.723,4.700
0.047,-0.005,0.591,2.319,3.479,3.296
0.043,0.005,0.581,1.587,4.333,1.831
0.038,0.013,0.576,1.221,4.578,-0.061
0.041,0.014,0.569,0.122,5.310,-1.526
0.045,0.015,0.568,-1.160,6.165,-2.563
0.046,0.017,0.564,-1.892,5.493,-3.296
0.047,0.015,0.561,-3.601,5.920,-3.662
0.045,0.010,0.557,-4.395,4.883,-3.906
0.044,0.006,0.554,-6.531,5.127,-3.845
