aX,aY,aZ,gX,gY,gZ
0.061,0.038,0.321,-2.197,17.517,-0.732
0.061,0.041,0.301,-3.601,17.273,0.183
0.060,0.041,0.286,-4.822,15.625,1.099
0.056,0.045,0.269,-5.676,12.939,2.136
0.062,0.055,0.256,-7.751,9.644,2.625
0.050,0.064,0.252,-9.644,4.700,2.930
0.040,0.075,0.256,-11.780,1.221,2.075
0.036,0.065,0.273,-12.756,-2.075,3.418
0.030,0.079,0.287,-13.733,-5.737,3.235
0.029,0.078,0.312,-13.550,-8.362,0.122
0.039,0.032,0.353,-13.184,-9.827,-2.258
0.052,0.049,0.369,-12.329,-7.690,-2.930
0.056,0.002,0.375,-10.620,-6.226,-2.075
0.061,0.014,0.372,-8.240,-5.432,-1.221
0.061,0.005,0.375,-4.822,-5.859,0.305
0.064,0.004,0.378,-2.441,-5.310,1.404
0.061,0.005,0.383,-0.305,-5.127,1.587
0.060,0.013,0.386,0.977,-4.272,1.770
0.064,0.021,0.389,2.747,-4.883,1.831
0.066,0.035,0.400,3.479,-5.371,1.526
0.069,0.051,0.414,3.113,-6.714,0.732
0.065,0.068,0.442,3.662,-6.348,0.488
0.064,0.071,0.470,3.113,-6.165,-0.244
0.065,0.071,0.498,2.197,-5.249,-0.366
0.062,0.072,0.517,1.465,-2.930,-0.427
0.064,0.078,0.530,-0.244,-1.221,-0.366
0.064,0.078,0.536,-1.831,0.549,-0.488
0.068,0.084,0.539,-3.967,2.075,-0.244
0.066,0.091,0.541,-6.042,3.357,0.671
0.070,0.103,0.544,-8.484,4.395,0.427
0.072,0.109,0.544,-10.559,5.493,0.244
0.080,0.111,0.550,-12.756,6.897,0.671
0.082,0.111,0.552,-14.465,7.629,0.488
0.078,0.114,0.542,-16.357,9.094,0.183
0.067,0.108,0.533,-18.188,10.315,-0.366
0.062,0.102,0.526,-19.653,11.292,-1.404
0.074,0.050,0.479,-23.315,11.536,-5.249
0.076,0.035,0.469,-22.949,11.292,-5.432
0.076,0.029,0.460,-22.095,10.925,-5.310
0.072,0.021,0.449,-22.400,10.620,-5.371
0.066,0.016,0.437,-22.583,9.705,-4.578
0.069,0.014,0.427,-22.278,8.179,-4.150
0.063,0.017,0.415,-22.766,6.348,-2.625
0.062,0.021,0.408,-23.315,3.174,-1.953
0.063,0.027,0.407,-23.987,0.977,-1.465
0.064,0.001,0.411,-24.048,-1.831,-0.854
0.064,0.038,0.417,-23.682,-4.089,-0.488
0.063,0.040,0.431,-23.499,-6.165,-0.610
0.065,0.042,0.439,-23.254,-7.385,-0.122
0.063,0.042,0.446,-22.095,-8.362,-0.549
0.069,0.038,0.455,-20.813,-8.972,-1.221
0.068,0.031,0.456,-18.799,-8.728,-1.709
0.073,0.017,0.459,-15.442,-8.972,-1.953
0.072,0.005,0.464,-12.207,-8.728,-2.014
0.073,-0.004,0.476,-8.362,-8.301,-1.831
0.072,-0.014,0.486,-5.371,-7.324,-1.648
0.072,-0.025,0.495,-1.831,-6.409,-1.404
0.074,-0.032,0.500,1.587,-4.761,-0.916
0.078,-0.037,0.503,3.479,-4.028,-0.244
0.081,-0.039,0.510,5.737,-2.197,0.488
0.084,-0.041,0.513,7.629,-1.160,1.526

0.430,-0.643,-1.481,145.691,-116.150,-142.334
0.463,-0.697,-1.418,155.151,-134.888,-134.827
0.509,-0.750,-1.354,160.217,-148.987,-124.207
0.543,-0.792,-1.277,161.377,-165.588,-113.892
0.581,-0.825,-1.205,158.936,-182.495,-100.769
0.606,-0.859,-1.111,151.978,-197.510,-89.539
0.641,-0.891,-0.984,143.372,-214.783,-76.660
0.675,-0.926,-0.877,128.235,-228.149,-65.979
0.719,-0.957,-0.724,110.901,-241.516,-52.673
0.759,-0.985,-0.596,85.144,-250.244,-41.016
0.793,-1.000,-0.448,61.035,-257.690,-26.917
0.839,-1.019,-0.350,32.166,-262.268,-14.954
0.817,-1.033,-0.241,9.277,-266.174,-2.380
0.810,-1.052,-0.164,-13.062,-268.188,6.775
0.811,-1.073,-0.076,-27.222,-268.433,15.259
0.782,-1.194,0.090,-35.156,-252.380,36.560
0.742,-1.221,0.113,-27.100,-249.939,39.978
0.721,-1.255,0.140,-13.733,-247.681,41.443
0.724,-1.318,0.166,0.549,-245.789,43.518
0.749,-1.384,0.213,18.311,-242.371,46.265
0.780,-1.472,0.254,40.344,-238.098,53.406
0.794,-1.533,0.294,56.580,-233.887,62.866
0.794,-1.575,0.319,70.923,-233.643,75.073
0.786,-1.589,0.360,76.538,-238.159,92.834
0.783,-1.579,0.415,77.515,-246.216,123.474
0.794,-1.559,0.526,75.256,-257.080,124.329
0.819,-1.521,0.628,70.618,-264.771,137.024
0.868,-1.515,0.750,65.979,-270.386,152.222
0.933,-1.485,0.856,61.279,-271.790,165.344
0.926,-1.429,0.990,57.617,-270.264,181.885
0.916,-1.325,1.062,50.171,-268.982,194.702
0.875,-1.232,1.177,42.847,-270.203,207.825
0.839,-1.125,1.259,36.377,-272.522,215.942
0.808,-1.049,1.375,34.302,-273.560,222.473
0.811,-0.947,1.529,36.133,-269.592,226.013
0.833,-0.892,1.661,40.222,-259.766,228.943
0.714,-0.465,1.970,37.659,-197.876,242.554
0.660,-0.336,2.024,30.823,-193.237,244.202
0.624,-0.232,2.087,25.146,-189.575,244.080
0.606,-0.107,2.177,20.813,-182.800,241.882
0.598,-0.054,2.252,18.860,-156.799,237.610
0.588,0.012,2.323,17.273,-154.419,233.887
0.551,0.085,2.355,16.174,-137.451,229.370
0.493,0.186,2.361,13.733,-118.591,225.403
0.423,0.224,2.353,11.414,-106.873,220.459
0.385,0.269,2.340,10.986,-97.351,215.271
0.369,0.309,2.356,12.573,-90.149,208.130
0.381,0.326,2.387,16.479,-79.041,201.965
0.393,0.334,2.409,22.644,-65.857,195.862
0.414,0.329,2.416,27.710,-45.837,190.308
0.427,0.325,2.406,31.799,-27.832,187.683
0.434,0.341,2.368,31.372,-6.958,185.791
0.427,0.366,2.294,26.794,7.080,185.303
0.416,0.392,2.224,20.874,16.296,184.814
0.400,0.403,2.144,12.146,22.278,184.326
0.396,0.412,2.088,5.554,23.804,183.655
0.492,0.463,2.106,-0.305,23.376,198.486
0.087,0.648,1.855,29.297,16.113,174.377
0.293,0.559,2.072,-4.333,33.752,163.025
0.437,0.436,2.001,-4.211,38.574,164.490
0.184,0.481,1.764,40.527,30.212,161.926
0.365,0.502,1.982,4.272,41.687,160.828
0.530,0.335,2.034,-6.958,72.510,178.223
0.564,0.303,1.998,-9.583,71.716,186.646
0.487,0.401,1.910,-9.827,73.547,197.937
0.373,0.523,1.853,-5.432,73.120,199.829
0.254,0.652,1.812,3.723,71.655,193.604
0.219,0.753,1.964,1.038,80.017,185.669
0.141,1.046,1.767,17.578,129.150,186.279
0.081,1.278,1.849,7.751,157.288,167.236
0.187,1.079,1.504,25.574,155.579,157.959
0.255,1.050,1.494,57.434,138.794,152.832
0.352,1.160,1.589,53.528,146.851,151.550
0.300,1.248,1.585,33.081,167.114,146.118
0.274,1.226,1.493,30.396,170.288,138.000
0.250,1.278,1.408,32.776,171.021,127.563
0.222,1.349,1.352,32.654,171.326,113.953
0.238,1.364,1.274,45.715,174.622,105.591
0.236,1.372,1.199,31.677,175.720,98.328
0.244,1.397,1.100,35.767,176.025,89.294
0.228,1.440,1.064,40.283,174.622,81.116
0.276,1.426,1.017,42.969,171.631,70.313
0.199,1.529,0.977,47.607,168.274,59.814
0.162,1.522,0.944,49.561,166.443,48.340
0.133,1.546,0.917,53.772,160.522,34.424
0.135,1.517,0.915,55.664,155.884,21.301
0.145,1.481,0.925,55.420,148.743,12.207
0.204,1.470,0.956,51.270,145.325,3.784
0.235,1.444,0.985,42.542,144.043,-5.859
0.250,1.418,0.997,28.564,143.494,-11.841
0.266,1.400,0.990,16.174,144.165,-15.747
0.222,1.390,0.947,1.465,141.602,-19.226
0.294,1.403,0.941,-9.521,140.808,-27.283
0.293,1.365,0.914,-18.555,140.747,-33.875
0.292,1.305,0.888,-21.423,139.221,-42.297
0.276,1.241,0.862,-19.470,135.437,-45.471
0.313,1.216,0.848,-14.771,134.766,-50.537
0.343,1.179,0.833,-9.399,135.742,-57.068
0.365,1.115,0.839,-3.601,140.259,-60.669
0.369,1.072,0.823,1.160,148.315,-59.631
0.366,1.043,0.802,6.104,152.832,-58.105
0.429,0.952,0.703,16.541,167.847,-71.716
0.446,0.915,0.679,16.602,171.021,-72.815
0.461,0.872,0.646,12.878,171.448,-72.510
0.468,0.849,0.615,6.958,170.227,-71.838
0.472,0.829,0.571,-1.099,166.626,-72.021
0.478,0.805,0.545,-9.644,161.011,-73.181
0.481,0.785,0.516,-19.287,154.541,-75.195
0.719,0.648,0.505,-26.489,148.865,-76.416
0.468,0.748,0.519,-35.339,141.541,-78.369
0.524,0.654,0.502,-41.870,140.564,-81.543
0.552,0.611,0.509,-46.631,139.404,-84.106
0.528,0.535,0.491,-48.706,139.465,-84.778
0.533,0.499,0.503,-47.974,140.381,-86.304
0.539,0.430,0.499,-46.448,145.386,-89.722
0.527,0.356,0.475,-43.457,152.405,-90.576
0.489,0.275,0.447,-36.499,157.593,-87.891
0.471,0.227,0.409,-29.724,161.621,-84.717
0.463,0.194,0.377,-22.522,165.771,-81.299
0.462,0.189,0.339,-18.250,169.312,-79.285
0.465,0.172,0.304,-15.137,173.035,-79.468
0.449,0.150,0.273,-13.977,177.307,-80.017
0.423,0.127,0.225,-12.512,180.359,-79.590
0.388,0.123,0.182,-12.268,183.044,-78.674
0.362,0.128,0.135,-14.221,185.181,-77.759
0.350,0.138,0.090,-16.846,188.904,-77.515
0.289,0.163,-0.176,-13.062,190.369,-86.609
0.276,0.155,-0.229,-8.118,186.340,-88.379
0.262,0.154,-0.272,-3.784,179.138,-91.553
0.254,0.143,-0.313,-1.221,172.424,-94.727
0.253,0.123,-0.350,1.587,162.659,-97.412
0.256,0.111,-0.395,4.272,154.541,-98.816
0.257,0.102,-0.433,5.432,144.897,-99.487
0.252,0.098,-0.469,5.859,130.798,-100.037
0.250,0.080,-0.489,5.859,118.042,-99.670
0.250,0.065,-0.499,4.150,101.013,-99.365
0.246,0.036,-0.486,1.160,87.646,-98.083
0.244,-0.028,-0.456,-1.038,73.181,-97.168
0.237,-0.027,-0.425,-2.197,48.157,-95.276
0.231,-0.043,-0.386,-3.601,53.528,-94.238
0.226,-0.062,-0.349,-4.700,48.889,-94.055
0.221,-0.078,-0.315,-5.554,44.861,-93.262
0.222,-0.105,-0.289,-6.104,43.823,-92.896
0.221,-0.130,-0.264,-6.653,42.908,-92.773
0.221,-0.173,-0.251,-8.118,43.640,-91.187
0.217,-0.246,-0.237,-7.690,44.312,-89.539
0.206,-0.266,-0.230,-6.042,47.913,-86.731
0.199,-0.297,-0.230,-2.991,54.321,-83.801
0.189,-0.309,-0.278,-0.122,64.087,-80.566
0.187,-0.307,-0.299,3.296,73.608,-77.454
0.183,-0.292,-0.396,4.578,82.825,-73.853
0.182,-0.261,-0.455,6.042,88.318,-71.899
0.175,-0.239,-0.536,6.348,89.844,-70.984
0.146,-0.240,-0.800,6.714,68.237,-72.083
0.141,-0.257,-0.854,11.353,63.477,-72.266
0.129,-0.270,-0.930,15.869,56.824,-72.510
0.118,-0.292,-0.955,21.179,50.720,-72.449
0.112,-0.312,-1.026,24.109,39.612,-71.167
0.116,-0.340,-1.025,26.367,28.931,-68.542
0.130,-0.369,-1.062,27.649,13.245,-63.660
0.149,-0.396,-1.031,28.931,2.563,-58.411
0.169,-0.417,-1.024,29.419,-9.521,-52.002
0.175,-0.426,-1.017,30.090,-16.907,-46.143
0.178,-0.436,-1.020,30.334,-25.513,-39.917
0.176,-0.436,-1.029,29.480,-32.104,-34.180
0.177,-0.432,-1.048,27.039,-41.504,-27.588
0.182,-0.431,-1.066,24.292,-49.744,-23.315
0.189,-0.433,-1.078,22.156,-59.753,-18.494
0.199,-0.445,-1.088,19.531,-66.528,-14.771
0.211,-0.454,-1.108,18.250,-72.632,-11.353
0.225,-0.457,-1.133,18.250,-78.064,-6.226
0.236,-0.453,-1.182,18.372,-83.191,-2.319
0.250,-0.444,-1.227,18.860,-89.172,2.502
0.259,-0.435,-1.289,20.264,-98.755,5.737
0.276,-0.439,-1.328,22.766,-108.337,9.338
0.294,-0.450,-1.354,27.161,-120.972,12.207
0.327,-0.453,-1.363,29.053,-130.737,17.456
0.499,-0.394,-1.459,22.583,-182.678,43.030
0.542,-0.371,-1.477,16.968,-203.979,49.316
0.591,-0.342,-1.482,12.573,-224.854,55.542
0.641,-0.327,-1.470,8.850,-250.916,59.448
0.713,-0.312,-1.445,9.338,-273.071,65.002
0.777,-0.286,-1.391,11.475,-300.049,68.848
0.845,-0.243,-1.323,14.648,-322.144,72.510
0.897,-0.211,-1.210,20.569,-347.412,75.134
0.940,-0.179,-1.091,27.344,-367.676,76.843
0.963,-0.170,-0.926,34.546,-389.099,76.294
0.994,-0.180,-0.775,41.199,-403.320,76.904
1.025,-0.201,-0.589,48.157,-417.603,78.125
1.055,-0.226,-0.438,51.819,-425.842,82.581
1.053,-0.215,-0.261,52.063,-435.242,87.891
1.044,-0.165,-0.112,50.049,-442.078,93.445
1.040,-0.110,0.086,48.279,-451.843,97.534
1.039,-0.051,0.264,46.265,-459.412,101.807
1.045,0.008,0.500,46.265,-466.187,104.065
-0.938,0.101,0.002,192.383,-458.374,126.587
1.056,-1.387,2.043,299.622,-448.486,165.344
1.136,0.627,2.087,56.519,-466.248,50.842
1.052,0.936,2.621,52.673,-445.129,114.746
1.034,1.072,2.966,34.729,-400.940,99.243
0.996,1.125,3.151,-16.479,-366.455,18.066
0.908,1.092,3.307,1.709,-320.557,35.583
0.828,1.053,3.437,-16.174,-294.556,6.714
0.812,0.971,3.642,-50.903,-255.615,-21.729
0.632,0.851,3.679,-57.556,-227.966,15.564
0.575,0.745,3.651,-52.795,-203.369,7.629
0.491,0.620,3.529,-53.711,-190.308,-7.141
0.479,0.543,3.431,-49.438,-179.260,-7.690
0.495,0.450,3.378,-44.739,-166.321,4.761
0.490,0.365,3.325,-44.373,-141.113,-26.367
0.470,0.249,3.296,-38.208,-115.417,-22.583
0.398,0.186,3.171,-30.396,-81.116,8.789
0.358,0.152,3.056,-24.414,-55.481,4.333
0.299,0.151,2.926,-20.325,-16.541,14.832
0.263,0.181,2.780,-15.625,-9.583,27.405
0.214,0.203,2.659,-14.160,4.089,8.850
0.158,0.219,2.533,-12.512,14.771,10.437
0.104,0.217,2.421,-10.498,19.653,23.804
0.049,0.223,2.294,-8.728,25.024,17.029
0.032,0.237,2.207,-8.667,32.410,21.301
0.002,0.261,2.034,-9.277,41.321,21.423
0.000,0.218,1.942,-11.841,53.284,2.563
0.048,0.275,1.690,-13.306,62.622,6.653
-0.110,0.293,1.490,-14.160,68.787,-1.892
0.030,0.147,1.550,-24.353,100.647,0.610
0.042,0.186,1.221,-29.541,121.155,0.610
-0.088,0.173,0.872,-21.545,105.408,12.878
-0.128,0.192,0.599,-21.057,68.604,14.099
-0.043,0.208,0.509,-27.527,44.556,7.812
0.099,0.191,0.516,-34.607,41.504,6.775
0.156,0.124,0.449,-38.574,57.922,-7.263
0.103,0.050,0.291,-33.630,73.303,-18.188
-0.068,-0.160,-0.012,-4.517,12.451,-6.104
-0.022,-0.184,0.034,-3.357,-4.578,-0.916
0.014,-0.168,0.127,-2.319,-20.447,3.540
0.039,-0.116,0.221,-0.061,-29.419,13.977
0.036,-0.051,0.337,1.526,-35.400,16.357
0.026,0.024,0.426,2.563,-37.964,15.686
0.020,0.069,0.524,3.052,-38.208,17.639
0.027,0.114,0.602,5.188,-35.767,15.747
0.042,0.143,0.690,8.179,-30.029,14.221
0.061,0.179,0.744,12.451,-23.499,16.296
0.074,0.203,0.787,15.991,-15.991,14.709
0.075,0.237,0.814,18.311,-9.888,12.756
0.076,0.259,0.830,18.799,-3.540,12.329
0.071,0.284,0.844,18.860,0.366,12.024
0.063,0.303,0.847,17.883,4.028,8.301
0.055,0.315,0.854,14.648,8.240,7.507
0.052,0.332,0.852,10.254,11.414,7.812
0.049,0.343,0.837,5.310,14.221,5.432
0.050,0.346,0.817,-1.892,16.235,2.319
0.050,0.344,0.794,-7.812,17.029,2.380
0.052,0.335,0.759,-14.832,17.944,-14.343
0.053,0.326,0.731,-19.775,16.541,-1.831
0.052,0.314,0.697,-24.292,15.747,-2.563
0.051,0.299,0.685,-28.442,12.817,-5.188
0.051,0.275,0.674,-32.288,10.559,-7.874
0.048,0.254,0.672,-34.424,8.789,-9.338
0.049,0.231,0.681,-37.964,7.385,-12.512
0.053,0.207,0.683,-40.222,9.521,-15.320
0.056,0.193,0.675,-44.861,11.841,-16.296
0.060,0.174,0.655,-49.377,14.404,-17.761
0.061,0.126,0.622,-54.932,15.991,-18.921
0.066,0.136,0.582,-60.120,16.357,-18.433
0.065,0.124,0.540,-64.148,15.198,-19.348
0.071,0.092,0.513,-66.223,14.221,-19.836
0.079,0.068,0.484,-67.627,12.085,-20.081
0.074,0.042,0.451,-68.542,10.681,-20.386
0.082,0.011,0.435,-67.688,8.850,-20.630
0.085,-0.032,0.414,-63.904,9.949,-18.250
0.082,-0.050,0.379,-60.181,8.545,-14.404
0.073,-0.059,0.359,-54.932,8.362,-14.038
0.052,-0.096,0.329,-50.659,6.348,-13.000
0.081,-0.107,0.359,-43.579,7.446,-16.052
0.045,-0.114,0.297,-39.124,8.179,-16.907
0.079,-0.165,0.335,-27.771,7.507,-17.334
0.092,-0.181,0.327,-21.484,12.573,-5.798
0.105,-0.137,0.298,-14.709,14.038,1.953
0.089,-0.007,0.329,-1.831,-4.822,-2.258
0.083,0.018,0.386,-1.953,-7.202,-1.038
0.089,0.045,0.430,-3.296,-8.057,15.259
0.093,0.059,0.483,-4.761,-6.226,-0.610
0.096,0.070,0.512,-6.287,-3.967,-1.831
0.095,0.073,0.534,-6.653,-0.610,-4.517
0.101,0.070,0.545,-8.606,3.296,-5.371
0.091,0.063,0.539,-10.925,5.798,-5.493
0.071,0.075,0.510,-13.977,8.850,-4.089
0.079,0.087,0.485,-17.273,6.897,-6.042
0.078,0.061,0.487,-20.203,5.493,-6.287
0.072,0.060,0.476,-21.973,3.723,-4.883
0.070,0.058,0.471,-23.621,1.770,-5.310
0.066,0.054,0.474,-23.193,1.709,-5.493
0.072,0.043,0.480,-23.499,1.587,-5.554
0.069,0.033,0.486,-23.743,2.625,-5.676
0.071,0.023,0.483,-23.010,3.174,-5.432
0.075,0.014,0.490,-23.315,3.784,-5.127
0.077,0.005,0.492,-23.743,4.639,-4.395
0.072,0.004,0.491,-24.170,4.761,-2.869
0.069,0.008,0.484,-25.635,3.723,-1.831
0.069,0.011,0.482,-27.527,2.441,-0.793

0.669,-1.442,0.532,0.732,-258.911,74.219
0.690,-1.437,0.649,6.470,-259.277,82.031
0.705,-1.390,0.760,9.216,-262.024,92.590
0.710,-1.347,0.907,9.216,-265.991,101.563
0.720,-1.305,1.047,8.911,-269.043,111.633
0.736,-1.276,1.229,6.958,-269.958,118.896
0.748,-1.232,1.386,2.869,-266.235,125.793
0.750,-1.182,1.542,-2.991,-259.399,135.803
0.740,-1.095,1.651,-12.939,-254.333,144.592
0.721,-1.027,1.779,-20.752,-251.404,155.884
0.687,-0.949,1.893,-27.466,-249.634,165.222
0.646,-0.885,2.057,-30.579,-246.277,175.354
0.615,-0.806,2.202,-28.503,-238.281,181.091
0.595,-0.737,2.365,-23.499,-221.741,184.814
0.590,-0.655,2.472,-14.893,-201.111,186.829
0.585,-0.579,2.557,-7.446,-174.805,187.622
0.534,-0.478,2.581,-0.305,-151.672,187.622
0.515,-0.390,2.555,3.723,-128.967,187.195
0.467,-0.299,2.514,7.019,-113.770,185.547
0.425,-0.240,2.443,9.460,-100.037,183.167
0.414,-0.189,2.433,14.954,-88.379,180.725
0.383,-0.040,2.285,31.555,-24.963,174.561
0.346,0.034,2.229,28.992,-11.841,174.377
0.310,0.104,2.173,25.513,-4.578,174.500
0.269,0.146,2.142,22.400,1.160,173.950
0.253,0.194,2.121,20.996,6.348,173.096
0.247,0.235,2.117,21.301,13.245,171.814
0.238,0.306,2.128,18.677,25.574,170.532
0.218,0.342,2.135,11.414,36.560,169.250
0.187,0.404,2.094,-1.953,50.293,166.748
0.144,0.448,2.029,-20.020,57.739,164.001
0.087,0.460,1.926,-32.654,63.049,159.973
0.062,0.460,1.846,-42.480,64.270,157.043
0.047,0.468,1.780,-45.837,65.186,152.832
0.045,0.474,1.719,-46.082,66.528,148.010
0.046,0.476,1.683,-44.312,69.275,142.639
0.116,0.695,1.681,-39.307,65.002,140.991
-0.026,0.395,1.712,-38.391,73.242,129.028
-0.043,0.403,1.610,-26.978,79.346,130.066
0.030,0.447,1.594,-21.606,85.388,130.127
0.024,0.451,1.569,-15.808,91.919,127.441
0.057,0.450,1.388,-23.071,78.552,128.113
-0.046,0.564,1.414,-18.799,73.120,121.826
-0.011,0.459,1.512,-23.376,81.177,121.216
0.004,0.325,1.362,-8.423,91.064,124.939
0.060,0.546,1.696,-7.751,105.042,109.619
0.115,0.476,1.727,-8.484,130.249,117.798
0.170,0.400,1.601,-2.319,147.095,114.990
0.110,0.430,1.363,0.671,146.729,118.225
0.103,0.486,1.267,-1.831,136.963,127.502
0.122,0.559,1.257,-6.287,129.761,133.423
0.147,0.580,1.298,-9.460,127.197,133.118
0.171,0.603,1.316,-12.024,131.714,129.761
0.062,0.782,1.108,-26.672,119.141,112.183
0.061,0.842,1.011,-28.442,115.112,104.553
0.060,0.659,1.391,2.319,133.545,103.271
-0.013,0.722,1.211,8.240,144.409,107.056
0.050,0.807,1.193,23.010,149.475,98.083
0.006,0.771,1.068,34.668,145.752,90.576
-0.027,0.817,1.058,44.495,139.282,92.224
-0.015,0.903,1.094,46.814,142.151,97.229
-0.020,0.976,1.095,41.687,150.269,100.281
-0.066,1.044,1.066,37.598,153.992,98.450
-0.105,1.087,0.988,34.912,149.231,93.445
-0.131,1.131,0.910,35.950,141.846,88.684
-0.131,1.167,0.825,39.673,127.747,86.121
-0.156,1.216,0.784,42.725,115.479,85.999
-0.114,1.269,0.777,41.992,102.234,86.121
-0.113,1.363,0.817,37.964,93.994,86.182
-0.123,1.475,0.906,32.410,88.806,81.909
-0.143,1.612,0.943,21.606,86.426,74.646
-0.167,1.702,0.985,11.230,84.106,61.462
-0.179,1.763,1.013,-2.319,80.627,46.814
-0.164,1.780,1.022,-12.085,62.683,28.870
-0.125,1.760,1.029,-21.606,75.684,14.099
-0.065,1.699,1.034,-28.198,74.768,-1.770
-0.013,1.594,1.026,-35.278,75.317,-12.451
0.028,1.526,1.010,-39.978,76.599,-20.691
0.055,1.415,0.996,-43.396,78.491,-25.391
0.076,1.366,0.992,-43.091,78.918,-30.334
0.090,1.299,1.008,-42.297,81.970,-33.630
0.109,1.205,1.024,-38.574,85.388,-38.330
0.124,1.123,1.045,-16.479,92.285,-42.542
0.161,1.034,1.054,-22.766,98.755,-46.692
0.191,0.979,1.056,-0.366,109.985,-49.561
0.285,0.848,0.880,5.432,133.301,-51.575
0.307,0.817,0.848,10.315,133.240,-52.979
0.333,0.786,0.825,14.526,133.362,-54.443
0.358,0.737,0.807,18.738,134.155,-55.359
0.385,0.689,0.754,22.217,137.085,-55.237
0.437,0.632,0.750,25.818,139.404,-53.955
0.423,0.592,0.711,30.273,142.761,-50.964
0.427,0.541,0.646,33.447,144.897,-48.340
0.426,0.498,0.591,35.522,145.874,-43.518
0.422,0.457,0.521,39.429,146.667,-38.757
0.412,0.432,0.476,42.908,145.935,-32.776
0.401,0.433,0.419,44.128,147.339,-27.893
0.394,0.449,0.368,42.175,147.400,-21.729
0.384,0.473,0.295,36.865,148.437,-18.372
0.372,0.497,0.225,27.527,147.644,-16.418
0.358,0.517,0.133,18.127,143.066,-16.907
0.339,0.538,0.056,7.629,137.390,-18.616
0.321,0.549,-0.009,0.061,127.930,-23.010
0.314,0.547,-0.056,-7.935,120.789,-27.344
0.307,0.534,-0.121,-14.526,111.206,-34.241
0.309,0.508,-0.119,-18.799,103.760,-40.283
0.319,0.486,-0.125,-22.217,95.581,-47.424
0.219,0.504,-0.122,-26.917,87.830,-52.673
0.338,0.482,-0.088,-30.151,81.299,-60.608
0.347,0.507,-0.038,-34.119,78.918,-71.899
0.309,0.490,-0.010,-35.034,79.346,-87.036
0.289,0.446,0.011,-35.950,82.031,-99.854
0.263,0.395,-0.008,-32.410,82.642,-115.234
0.385,0.038,-0.106,14.160,96.802,-153.870
0.385,-0.053,-0.188,32.471,96.313,-156.982
0.381,-0.126,-0.231,46.631,89.905,-159.302
0.367,-0.207,-0.258,60.303,82.947,-158.752
0.355,-0.278,-0.259,67.993,76.050,-156.738
0.346,-0.374,-0.235,77.209,72.998,-154.114
0.339,-0.453,-0.197,84.778,74.829,-149.902
0.332,-0.522,-0.165,91.675,79.773,-144.287
0.329,-0.549,-0.158,93.201,87.402,-134.888
0.321,-0.564,-0.180,88.806,92.529,-125.793
0.317,-0.563,-0.221,79.224,95.886,-112.976
0.316,-0.558,-0.292,66.589,94.604,-101.746
0.309,-0.550,-0.353,55.664,89.600,-89.050
0.297,-0.529,-0.424,42.358,82.214,-79.224
0.274,-0.509,-0.498,32.837,69.946,-69.580
0.256,-0.486,-0.499,21.301,60.303,-62.561
0.231,-0.471,-0.511,13.306,48.950,-54.871
0.219,-0.453,-0.528,6.897,40.833,-50.110
0.203,-0.438,-0.541,3.662,33.386,-45.410
0.189,-0.411,-0.568,3.906,27.588,-41.992
0.167,-0.393,-0.587,5.737,20.081,-39.246
0.155,-0.383,-0.600,7.935,13.550,-37.659
0.139,-0.383,-0.593,9.644,6.836,-36.011
0.131,-0.382,-0.568,12.451,0.916,-35.217
0.120,-0.370,-0.515,3.235,-7.690,-32.288
0.121,-0.376,-0.556,-2.869,-9.583,-30.090
0.119,-0.390,-0.550,-10.254,-12.512,-28.564
0.115,-0.400,-0.568,-16.541,-15.381,-25.940
0.111,-0.408,-0.598,-23.804,-17.578,-23.987
0.106,-0.406,-0.630,-28.931,-19.470,-21.851
0.101,-0.400,-0.665,-36.072,-21.301,-19.653
0.097,-0.389,-0.709,-41.138,-23.926,-18.127
0.094,-0.372,-0.752,-46.631,-27.039,-16.479
0.096,-0.364,-0.801,-51.758,-32.043,-15.442
0.101,-0.352,-0.837,-55.786,-37.292,-14.526
0.112,-0.350,-0.872,-58.533,-43.884,-13.062
0.128,-0.354,-0.894,-60.120,-50.171,-12.024
0.141,-0.358,-0.919,-59.570,-55.725,-10.864
0.156,-0.361,-0.941,-57.068,-61.523,-9.155
0.174,-0.357,-0.965,-52.612,-66.345,-7.812
0.195,-0.349,-0.988,-46.143,-73.120,-5.188
0.209,-0.338,-1.019,-38.818,-80.139,-2.747
0.241,-0.332,-1.043,-16.418,-90.149,0.671
0.316,-0.253,-1.112,7.080,-129.150,7.263
0.330,-0.229,-1.124,13.428,-140.259,5.981
0.345,-0.215,-1.119,17.334,-155.579,5.310
0.376,-0.203,-1.100,16.357,-169.800,3.967
0.411,-0.203,-1.063,9.155,-188.843,2.380
0.459,-0.215,-1.021,0.061,-204.041,2.319
0.501,-0.234,-0.963,-11.719,-222.412,3.296
0.548,-0.257,-0.924,-21.790,-235.291,6.226
0.579,-0.270,-0.886,-32.715,-251.587,9.827
0.611,-0.284,-0.864,-39.246,-263.306,14.465
0.636,-0.303,-0.838,-42.908,-278.687,18.311
0.669,-0.335,-0.812,-40.771,-290.405,22.827
0.696,-0.341,-0.759,-34.424,-303.711,27.649
0.722,-0.317,-0.701,-25.513,-314.392,32.410
0.738,-0.280,-0.612,-11.414,-324.463,36.682
0.745,-0.246,-0.530,1.465,-333.374,41.260
0.740,-0.225,-0.415,17.273,-341.614,44.617
