aX,aY,aZ,gX,gY,gZ
0.106,0.030,0.445,2.380,7.568,12.268
0.087,0.034,0.437,1.892,7.141,11.963
0.085,0.034,0.429,1.038,6.165,11.353
0.078,0.030,0.419,0.488,5.493,9.644
0.073,0.029,0.414,-0.061,3.723,8.118
0.068,0.023,0.411,0.732,2.686,7.202
0.074,0.017,0.412,2.869,2.808,6.042
0.079,0.014,0.409,5.249,2.808,5.432
0.087,0.008,0.409,7.568,3.113,4.883
0.095,0.008,0.411,10.803,3.540,4.333
0.101,0.006,0.409,14.160,4.761,4.211
0.109,0.011,0.414,15.991,5.920,4.028
0.108,0.016,0.421,17.883,6.897,3.723
0.106,0.019,0.422,19.043,6.592,3.540
0.106,0.022,0.429,19.836,6.653,3.357
0.105,0.026,0.435,18.860,5.920,3.540
0.104,0.030,0.440,18.616,5.981,3.784
0.103,0.041,0.445,17.212,5.249,3.723
0.101,0.051,0.446,15.320,5.432,3.052
0.104,0.065,0.450,12.878,4.639,2.502
0.107,0.071,0.452,10.559,3.784,1.709
0.108,0.075,0.452,8.118,3.784,0.977
0.104,0.073,0.449,6.409,2.808,0.671
0.103,0.073,0.448,4.150,0.671,0.427
0.108,0.068,0.454,2.747,0.061,-0.061
0.108,0.062,0.458,1.770,-0.977,-0.122
0.109,0.052,0.463,0.549,-0.977,-0.061
0.109,0.045,0.467,0.183,-2.075,-0.793
0.109,0.037,0.473,0.305,-1.709,-0.549
0.111,0.030,0.476,0.488,-1.648,-0.488
0.107,0.023,0.477,1.099,-1.282,-0.671
0.105,0.025,0.475,1.343,-0.671,-0.427
0.102,0.029,0.474,2.014,-1.160,-0.122
0.102,0.034,0.473,3.235,-0.916,-0.854

0.598,-0.475,1.462,-38.635,-178.467,126.892
0.578,-0.466,1.474,-31.677,-166.687,126.099
0.552,-0.455,1.482,-23.315,-159.912,125.488
0.532,-0.437,1.501,-14.099,-154.541,126.160
0.519,-0.410,1.536,-6.897,-151.733,127.502
0.521,-0.387,1.591,3.418,-146.423,127.258
0.535,-0.369,1.649,13.306,-140.381,126.160
0.553,-0.357,1.718,23.621,-128.906,126.587
0.572,-0.331,1.774,30.273,-118.713,127.502
0.578,-0.284,1.820,33.936,-105.957,129.578
0.555,-0.223,1.846,33.752,-97.961,133.057
0.525,-0.179,1.868,30.762,-91.614,135.803
0.495,-0.145,1.892,26.550,-88.379,138.062
0.481,-0.121,1.937,23.071,-84.717,140.442
0.480,-0.108,1.981,18.677,-79.224,141.602
0.485,-0.100,2.032,15.137,-69.336,142.822
0.494,-0.078,2.073,7.874,-60.486,144.775
0.497,-0.027,2.101,0.000,-48.340,146.362
0.498,0.046,2.113,-13.367,-40.344,146.912
0.479,0.105,2.105,-25.940,-31.982,146.973
0.462,0.158,2.091,-38.757,-27.466,146.851
0.458,0.191,2.078,-47.302,-23.254,145.447
0.581,0.155,2.421,-5.981,-8.911,120.667
0.546,0.101,2.344,-18.555,7.874,137.512
0.477,0.191,2.095,-20.081,31.250,141.907
0.464,0.374,2.062,7.751,18.616,140.015
0.471,0.387,2.282,16.968,40.039,110.474
0.513,0.347,2.523,11.780,72.449,126.953
0.447,0.434,2.323,16.174,94.238,134.155
0.381,0.461,2.194,16.479,92.834,127.747
0.332,0.511,2.110,44.983,85.571,146.118
0.307,0.717,2.091,47.546,73.181,136.230
0.583,0.724,2.336,48.035,80.261,126.038
0.547,0.788,2.406,32.776,113.708,124.817
0.406,0.871,2.240,24.170,130.249,133.301
0.385,0.921,2.160,25.879,126.770,121.704
0.414,0.957,2.144,21.362,121.399,112.000
0.439,1.002,2.167,14.343,123.230,111.938
0.454,0.994,2.197,7.385,128.601,108.398
0.449,1.006,2.215,-3.113,140.930,107.178
0.439,0.997,2.161,-10.193,155.884,110.474
0.410,0.991,2.114,-10.315,167.480,110.352
0.365,1.005,2.026,-5.798,175.171,99.182
0.348,1.044,1.936,2.319,182.007,93.262
0.116,1.098,1.853,11.230,186.890,88.196
0.366,1.050,1.772,23.804,192.383,80.261
0.241,1.037,1.725,35.645,189.636,84.961
0.359,1.140,1.760,46.936,205.566,80.200
0.397,1.158,1.739,51.331,224.060,52.002
0.317,1.099,1.596,56.152,239.197,59.937
0.258,1.117,1.487,66.956,237.244,62.500
0.233,1.159,1.418,68.970,229.553,58.716
0.229,1.161,1.378,63.782,220.276,53.162
0.260,1.159,1.366,56.458,217.163,52.368
0.288,1.167,1.344,46.631,222.107,49.011
0.333,1.181,1.329,34.729,233.459,43.518
0.322,1.172,1.228,25.085,251.587,35.828
0.276,1.154,1.106,18.799,259.888,30.945
0.221,1.154,0.949,17.761,260.376,22.827
0.218,1.160,0.746,9.766,233.582,-1.343
0.225,1.130,0.719,5.249,227.661,-6.226
0.230,1.097,0.693,1.587,222.961,-12.817
0.229,1.056,0.661,-3.357,217.468,-15.747
0.229,1.014,0.624,-7.446,212.158,-18.433
0.240,0.986,0.591,-11.963,206.177,-22.156
0.260,0.949,0.568,-14.954,203.552,-27.832
0.272,0.901,0.545,-17.761,202.148,-32.410
0.286,0.818,0.532,-17.639,202.454,-38.208
0.291,0.742,0.510,-14.832,203.430,-39.673
0.300,0.663,0.483,-10.925,204.163,-38.391
0.304,0.627,0.441,-6.104,205.017,-36.804
0.316,0.606,0.396,-1.465,205.261,-34.424
0.322,0.600,0.335,2.136,204.041,-34.058
0.324,0.593,0.284,6.104,201.172,-35.278
0.329,0.583,0.241,9.216,196.594,-38.940
0.332,0.556,0.206,12.878,192.871,-42.908
0.336,0.520,0.183,14.709,189.331,-49.072
0.339,0.466,0.155,17.212,186.829,-52.979
0.344,0.424,0.125,18.860,185.181,-56.152
0.347,0.389,0.079,18.127,182.922,-57.922
0.349,0.355,0.035,17.029,179.749,-59.204
0.347,0.332,-0.026,15.259,174.744,-60.120
0.341,0.314,-0.074,14.038,169.189,-61.584
0.339,0.301,-0.121,13.184,160.828,-63.049
0.338,0.278,-0.151,12.451,154.480,-64.453
0.334,0.259,-0.176,13.184,146.729,-66.162
0.332,0.237,-0.197,14.160,142.029,-67.566
0.324,0.224,-0.227,14.587,137.146,-68.604
0.305,0.182,-0.358,14.221,115.601,-72.021
0.300,0.180,-0.368,12.756,108.948,-72.998
0.296,0.174,-0.367,11.047,100.098,-75.134
0.296,0.155,-0.361,7.935,92.468,-76.172
0.291,0.133,-0.349,6.836,85.999,-77.881
0.287,0.097,-0.333,5.310,81.360,-78.918
0.285,0.070,-0.326,3.723,78.918,-79.529
0.277,0.039,-0.324,2.747,76.965,-79.529
0.262,0.022,-0.328,1.526,74.829,-79.407
0.245,-0.001,-0.345,0.305,72.388,-79.407
0.229,-0.011,-0.352,-0.610,68.054,-80.261
0.219,-0.020,-0.359,-1.526,64.270,-81.177
0.204,-0.025,-0.363,-2.747,59.998,-82.153
0.192,-0.034,-0.367,-4.028,56.396,-83.069
0.178,-0.044,-0.404,-5.188,53.711,-83.618
0.165,-0.056,-0.377,-6.470,51.147,-83.801
0.149,-0.068,-0.379,-7.202,49.438,-84.167
0.134,-0.083,-0.380,-7.202,47.791,-84.167
0.114,-0.092,-0.379,-7.507,45.593,-84.229
0.100,-0.101,-0.379,-7.812,44.495,-84.045
0.090,-0.109,-0.381,-7.385,42.236,-83.313
0.083,-0.121,-0.386,-7.812,41.809,-82.642
0.077,-0.132,-0.392,-7.629,41.199,-82.092
0.079,-0.143,-0.402,-5.798,40.771,-81.421
0.074,-0.154,-0.419,-2.258,41.443,-81.116
0.072,-0.167,-0.437,1.709,41.504,-80.566
0.073,-0.176,-0.459,5.554,41.504,-79.712
0.075,-0.181,-0.481,10.864,40.039,-78.613
0.074,-0.182,-0.502,13.733,37.598,-77.087
0.075,-0.147,-0.567,20.386,23.132,-70.984
0.075,-0.152,-0.576,19.226,18.860,-69.580
0.074,-0.159,-0.586,18.127,13.550,-68.909
0.074,-0.178,-0.592,16.418,9.155,-67.627
0.083,-0.193,-0.599,14.465,3.418,-65.796
0.091,-0.208,-0.602,11.230,-1.465,-63.171
0.099,-0.219,-0.610,7.263,-7.935,-60.730
0.109,-0.227,-0.619,1.099,-13.428,-57.617
0.121,-0.233,-0.625,-5.859,-20.630,-54.871
0.127,-0.251,-0.635,-15.381,-27.222,-51.514
0.131,-0.269,-0.646,-24.414,-35.706,-47.546
0.129,-0.303,-0.660,-31.555,-42.297,-42.480
0.122,-0.330,-0.673,-38.269,-48.706,-37.903
0.100,-0.366,-0.689,-41.931,-52.490,-32.471
0.078,-0.392,-0.718,-44.189,-56.274,-28.076
0.064,-0.408,-0.742,-45.715,-60.120,-22.705
0.063,-0.415,-0.782,-45.715,-62.439,-18.127
0.068,-0.413,-0.828,-44.312,-66.589,-12.024
0.070,-0.400,-0.885,-41.809,-70.618,-7.324
0.077,-0.384,-0.948,-38.086,-78.247,-2.136
0.080,-0.355,-0.996,-32.043,-85.754,1.648
0.116,-0.226,-1.117,-0.122,-134.399,3.845
0.141,-0.206,-1.112,8.423,-149.475,2.197
0.177,-0.186,-1.089,19.592,-162.109,1.160
0.212,-0.178,-1.043,27.649,-176.453,0.244
0.251,-0.176,-0.992,34.729,-187.744,0.183
0.280,-0.184,-0.932,39.307,-200.623,0.610
0.316,-0.202,-0.885,42.480,-210.022,0.916
0.346,-0.219,-0.833,44.434,-221.985,2.075
0.383,-0.235,-0.792,45.593,-230.896,4.456
0.424,-0.245,-0.744,46.143,-241.821,6.775
0.470,-0.245,-0.702,45.532,-250.305,10.071
0.507,-0.252,-0.652,46.082,-260.559,13.489
0.546,-0.256,-0.607,47.241,-268.433,16.602
0.577,-0.268,-0.542,48.584,-277.527,19.592
0.615,-0.278,-0.487,51.941,-283.447,23.315
0.644,-0.287,-0.420,54.993,-289.001,26.306
0.679,-0.296,-0.373,57.983,-292.175,30.579
0.700,-0.303,-0.319,60.852,-296.448,34.668
0.727,-0.304,-0.283,64.148,-299.255,39.612
0.754,-0.293,-0.227,66.833,-303.223,43.762
0.773,-0.264,-0.173,69.580,-305.359,47.791
0.780,-0.247,-0.105,71.716,-308.289,49.988
0.782,-0.186,0.122,86.121,-312.805,54.321
0.804,-0.152,0.184,86.548,-315.552,57.190
0.826,-0.111,0.282,85.205,-320.984,59.509
0.839,-0.057,0.373,82.275,-327.515,63.049
0.842,-0.014,0.505,77.454,-336.426,66.162
0.837,0.030,0.637,70.068,-344.910,69.824
0.838,0.065,0.827,64.270,-355.286,72.754
0.837,0.111,1.015,57.129,-361.084,75.867
0.838,0.162,1.258,52.185,-363.770,79.712
0.848,0.269,1.510,46.753,-360.962,80.811
0.856,0.388,1.826,40.344,-350.891,79.468
0.841,0.544,2.058,31.738,-337.891,75.684
0.789,0.667,2.274,23.560,-320.923,68.665
0.773,0.804,2.487,13.062,-298.157,59.937
0.748,0.849,2.630,6.470,-278.748,47.119
0.641,0.941,2.820,-18.127,-271.118,37.781
0.742,0.861,2.884,-5.310,-244.263,20.935
0.751,0.901,2.942,-0.610,-205.261,12.390
0.640,0.859,2.897,-25.696,-177.002,6.409
0.572,0.784,2.841,-46.387,-147.949,1.831
0.490,0.720,2.750,-40.833,-130.798,-1.465
0.448,0.678,2.624,-45.471,-119.385,-4.517
0.437,0.614,2.550,-49.744,-114.258,-8.240
0.447,0.544,2.505,-54.199,-104.736,-12.756
0.452,0.441,2.478,-58.838,-93.323,-13.550
0.444,0.360,2.420,-77.454,-76.782,-13.428
0.417,0.271,2.345,-63.293,-62.988,-12.695
0.306,0.093,1.949,-60.364,-14.771,2.625
0.288,0.087,1.834,-62.195,-8.057,5.859
0.273,0.080,1.758,-64.758,-5.066,8.545
0.234,0.075,1.645,-67.688,-0.549,12.878
0.247,0.057,1.570,-70.801,-0.244,14.404
0.126,0.114,1.442,-72.266,-2.747,22.034
0.259,0.066,1.427,-73.181,-6.531,23.682
0.304,0.069,1.458,-82.275,18.799,18.982
0.214,0.091,1.293,-83.740,25.757,10.620
-0.078,-0.019,0.984,-64.880,-5.798,0.549
0.046,-0.047,1.141,-51.392,-28.625,20.874
0.385,0.119,1.358,-65.857,16.113,47.302
0.382,0.103,1.214,-86.731,57.800,54.688
0.149,0.078,0.899,-80.322,55.176,40.955
0.055,0.013,0.741,-45.288,21.667,25.757
0.046,0.041,0.748,-24.963,-2.258,16.479
0.062,0.073,0.796,-19.470,-13.000,16.174
0.114,0.069,0.845,-21.729,-13.733,19.043
0.135,0.044,0.898,-22.644,-8.057,18.738
0.146,0.009,0.927,-15.015,-5.554,0.854
0.152,0.002,0.948,-4.700,-1.831,14.465
0.150,0.010,0.958,4.333,0.122,15.076
0.142,0.022,0.958,6.897,2.808,16.418
0.141,0.026,0.951,8.972,3.113,19.958
0.134,0.041,0.943,9.827,2.686,25.208
0.141,0.064,0.948,11.475,0.916,28.198
0.141,0.099,0.963,10.986,1.160,30.334
0.140,0.134,0.975,9.705,2.686,31.250
0.133,0.171,0.971,6.714,6.958,30.579
0.128,0.195,0.963,2.197,11.780,27.771
0.120,0.217,0.938,-3.113,17.700,25.635
0.110,0.227,0.900,-9.155,21.362,21.973
0.109,0.228,0.846,-15.747,23.376,19.348
0.108,0.221,0.804,-19.775,24.414,16.724
0.064,0.218,0.763,-23.743,24.353,14.099
0.128,0.181,0.715,-26.001,23.376,11.230
0.104,0.158,0.704,-26.184,23.560,9.521
0.133,0.153,0.690,-26.978,24.719,6.714
0.103,0.141,0.626,-27.649,28.137,3.601
0.100,0.114,0.608,-24.658,30.090,-0.244
0.114,0.096,0.580,-22.217,34.973,-3.235
0.106,0.069,0.525,-18.799,37.231,-5.249
0.102,0.046,0.480,-14.771,37.109,-6.104
0.112,0.018,0.452,-10.193,36.865,-5.920
0.120,0.003,0.430,-7.507,36.377,-4.089
0.122,-0.007,0.408,-4.456,33.813,-3.052
0.124,-0.024,0.396,-4.028,32.471,-2.625
0.118,-0.033,0.380,-3.235,30.457,-2.686
0.115,-0.041,0.369,-2.380,28.687,-2.380
0.108,-0.044,0.352,-2.136,25.818,-1.282
0.107,-0.045,0.344,-2.380,23.560,0.366
0.108,-0.041,0.335,-2.930,20.813,2.075
0.110,-0.034,0.332,-1.831,18.127,3.906
0.112,-0.022,0.338,-2.075,15.015,4.517
0.116,-0.012,0.343,-2.258,13.245,4.944
0.118,-0.005,0.351,-1.892,11.536,5.554
0.114,0.004,0.358,-1.526,9.766,5.981
0.130,0.006,0.373,-0.916,9.705,6.042
0.119,0.010,0.371,-0.122,9.094,5.737
0.127,0.009,0.381,1.221,9.399,5.432
0.094,0.018,0.387,1.892,11.414,5.798
0.122,0.020,0.383,2.930,11.536,5.310
0.110,0.023,0.379,4.456,11.841,4.456
0.114,0.023,0.374,4.456,11.597,2.930
0.115,0.020,0.371,5.127,10.193,0.916
0.118,0.008,0.371,5.554,9.705,-0.366
0.124,-0.005,0.379,5.798,7.751,-0.916
0.127,-0.020,0.389,5.798,6.958,-0.916
0.132,-0.028,0.401,4.578,6.226,0.122
0.133,-0.035,0.410,2.625,5.859,1.160
0.135,-0.035,0.415,1.770,5.249,2.869
0.134,-0.032,0.418,0.183,5.432,4.028
0.128,-0.026,0.416,-1.343,5.066,5.127
0.123,-0.020,0.414,-2.869,3.906,5.554
0.122,-0.013,0.417,-4.333,3.113,5.737
0.120,-0.012,0.421,-4.944,2.014,6.104
0.122,-0.010,0.425,-5.493,1.282,6.653
0.118,-0.007,0.427,-5.066,1.587,7.751
0.113,0.007,0.427,-5.737,2.014,9.094
0.111,0.017,0.423,-6.531,3.235,9.766
0.104,0.031,0.421,-7.019,2.747,9.888
0.098,0.039,0.419,-7.690,2.991,8.972
0.091,0.053,0.413,-7.996,2.502,7.996
0.086,0.061,0.412,-7.812,2.197,6.226
0.087,0.060,0.410,-8.423,1.343,4.517
0.087,0.056,0.409,-7.935,0.854,2.747
0.089,0.054,0.409,-7.690,0.305,1.343
0.092,0.046,0.404,-7.141,-0.366,-0.916
0.093,0.032,0.400,-6.348,-0.793,-2.136
0.096,0.026,0.398,-5.432,-1.221,-3.113
0.097,0.017,0.396,-2.991,-1.648,-4.517
0.099,0.009,0.397,-0.549,-2.197,-5.310
0.104,-0.000,0.406,1.282,-3.052,-6.348
0.107,-0.007,0.411,3.540,-3.235,-7.080
0.109,-0.010,0.427,4.395,-3.296,-7.080
0.114,-0.018,0.438,5.188,-3.845,-6.958
0.117,-0.024,0.453,6.287,-3.662,-6.165
0.115,-0.027,0.463,6.042,-4.028,-4.089
0.112,-0.032,0.478,5.493,-3.235,-2.930
0.108,-0.024,0.485,5.127,-2.380,-0.916
0.109,-0.013,0.488,3.235,-2.625,1.038
0.107,0.008,0.490,1.099,-1.770,2.380
0.110,0.019,0.489,-0.549,-2.014,3.357
0.111,0.038,0.482,-3.174,-2.136,3.784
0.111,0.049,0.479,-5.371,-3.357,4.333
0.110,0.061,0.480,-6.775,-5.188,3.723
0.105,0.067,0.481,-8.240,-6.042,3.601
0.103,0.068,0.491,-9.521,-7.385,3.174
0.103,0.064,0.497,-9.949,-7.507,2.075
0.105,0.057,0.505,-10.437,-7.263,1.404
0.108,0.050,0.510,-11.902,-7.568,0.549
0.110,0.048,0.513,-12.756,-7.080,-0.488
0.116,0.040,0.512,-13.245,-6.897,-0.610

0.759,-0.323,1.427,-13.672,-236.267,129.822
0.758,-0.264,1.520,-20.142,-241.211,126.831
0.753,-0.222,1.597,-22.888,-218.811,123.474
0.754,-0.202,1.700,-21.790,-225.098,120.850
0.777,-0.197,1.794,-17.334,-216.858,117.859
0.797,-0.191,1.903,-10.071,-203.064,115.967
0.809,-0.179,1.987,-3.784,-174.133,115.051
0.803,-0.164,2.074,2.502,-172.424,114.807
0.786,-0.135,2.142,5.859,-158.752,114.685
0.769,-0.107,2.221,7.507,-144.226,115.967
0.743,-0.085,2.287,7.202,-132.507,117.065
0.724,-0.072,2.356,4.883,-119.263,118.958
0.701,-0.068,2.409,2.686,-107.483,121.216
0.688,-0.070,2.451,0.183,-91.553,123.352
0.673,-0.082,2.469,-0.793,-76.233,126.831
0.666,-0.086,2.463,-6.042,-56.946,130.249
0.647,-0.074,2.429,-13.000,-41.138,134.216
0.629,-0.057,2.350,-22.278,-26.245,138.489
0.596,-0.028,2.270,-30.884,-16.968,144.226
0.570,0.003,2.185,-40.222,-9.460,149.902
0.541,0.048,2.120,-46.448,-5.859,156.006
0.453,0.158,1.973,-56.458,13.000,161.682
0.434,0.171,1.934,-54.810,21.790,160.767
0.423,0.187,1.896,-52.307,29.663,159.241
0.378,0.203,1.844,-49.500,37.781,157.043
0.340,0.236,1.783,-45.044,43.152,155.273
0.323,0.274,1.749,-42.786,48.340,151.550
0.267,0.293,1.669,-39.429,51.941,148.254
0.227,0.301,1.622,-34.851,52.185,142.883
0.220,0.315,1.603,-29.358,54.626,136.963
0.231,0.322,1.598,-27.039,56.885,130.432
0.238,0.247,1.529,-26.367,57.617,126.099
0.218,0.296,1.568,-26.672,55.786,124.634
0.187,0.316,1.437,-27.161,50.415,119.690
0.315,0.255,1.555,-24.475,47.119,117.065
0.308,0.269,1.578,-31.799,65.125,124.878
0.252,0.298,1.504,-31.494,67.688,131.042
0.236,0.312,1.460,-27.039,61.646,130.066
0.232,0.325,1.495,-20.508,51.453,125.732
0.278,0.350,1.586,-16.907,49.866,124.146
0.299,0.370,1.628,-14.038,53.467,125.366
0.300,0.410,1.667,-12.329,76.233,129.578
0.301,0.449,1.705,-8.606,68.665,132.202
0.311,0.498,1.735,-3.845,74.829,131.836
0.312,0.546,1.757,1.099,83.069,130.981
0.311,0.607,1.759,3.296,90.332,130.371
0.310,0.664,1.752,7.141,99.609,128.479
0.309,0.718,1.743,9.033,108.398,125.793
0.297,0.757,1.690,10.254,118.225,122.070
0.290,0.797,1.688,12.024,126.221,117.554
0.280,0.834,1.643,11.169,132.507,112.732
0.269,0.877,1.588,11.780,138.489,108.459
0.254,0.926,1.535,11.169,141.785,102.722
0.208,0.964,1.385,5.188,147.461,77.637
0.200,0.956,1.362,4.028,149.719,73.059
0.198,0.948,1.342,2.930,152.039,68.542
0.203,0.948,1.312,0.977,155.518,64.148
0.205,0.942,1.280,-0.793,156.616,59.998
0.208,0.943,1.249,-1.953,159.363,55.969
0.215,0.944,1.214,-4.700,160.278,52.368
0.226,0.927,1.183,-6.348,162.231,48.462
0.229,0.877,1.146,-8.423,164.246,45.410
0.231,0.882,1.112,-8.423,167.664,42.236
0.231,0.861,1.068,-8.789,170.715,39.795
0.220,0.839,1.028,-9.277,174.561,37.231
0.211,0.823,0.974,-10.376,177.551,35.156
0.208,0.802,0.927,-11.658,179.687,32.715
0.215,0.788,0.888,-12.451,180.542,29.358
0.249,0.766,0.826,-14.526,180.359,26.367
0.221,0.738,0.776,-15.991,178.955,23.315
0.235,0.697,0.734,-17.273,177.063,21.240
0.237,0.662,0.693,-18.127,174.377,20.203
0.242,0.651,0.663,-18.677,170.654,17.517
0.250,0.629,0.634,-20.752,170.654,13.367
0.247,0.611,0.584,-22.705,168.152,10.681
0.237,0.593,0.531,-22.339,164.734,7.935
0.234,0.584,0.491,-22.156,157.959,5.737
0.242,0.572,0.471,-20.325,151.611,1.831
0.250,0.555,0.463,-17.883,146.484,-2.930
0.259,0.520,0.462,-14.954,144.043,-8.362
0.266,0.479,0.459,-12.268,143.433,-13.855
0.272,0.423,0.447,-7.812,143.616,-18.433
0.278,0.383,0.428,-2.991,146.545,-22.705
0.277,0.337,0.403,1.892,148.560,-25.696
0.274,0.308,0.374,6.104,150.940,-28.748
0.276,0.278,0.335,11.780,151.123,-30.396
0.280,0.251,0.308,16.663,150.330,-32.288
0.280,0.228,0.278,22.095,149.353,-32.959
0.280,0.205,0.254,26.306,148.132,-33.386
0.221,0.197,0.147,32.654,143.738,-33.997
0.206,0.200,0.116,31.128,140.991,-35.034
0.197,0.200,0.086,29.602,138.489,-37.354
0.197,0.200,0.051,26.611,134.277,-39.063
0.206,0.196,0.024,23.193,130.188,-40.405
0.209,0.188,0.001,20.996,124.695,-41.321
0.210,0.168,-0.014,18.555,120.361,-41.626
0.205,0.157,-0.019,16.724,115.479,-40.466
0.199,0.153,-0.029,14.587,112.061,-39.612
0.186,0.155,-0.040,13.245,107.605,-39.795
0.180,0.164,-0.057,11.108,105.835,-39.978
0.174,0.172,-0.071,9.033,102.356,-41.870
0.167,0.175,-0.089,7.812,98.389,-44.312
0.155,0.173,-0.102,7.141,95.032,-47.546
0.151,0.168,-0.113,6.592,90.210,-50.537
0.142,0.159,-0.121,6.714,87.646,-54.504
0.137,0.151,-0.119,6.409,84.351,-56.885
0.130,0.141,-0.121,6.165,82.520,-60.181
0.129,0.132,-0.121,4.517,80.505,-62.988
0.122,0.120,-0.124,2.869,79.590,-65.247
0.122,0.106,-0.126,-0.488,77.942,-66.589
0.124,0.087,-0.135,-4.822,76.721,-68.298
0.121,0.072,-0.146,-8.606,74.890,-69.519
0.113,0.058,-0.156,-12.695,73.242,-70.374
0.105,0.043,-0.171,-31.250,70.251,-70.740
0.094,0.018,-0.182,-17.334,68.359,-69.885
0.085,0.004,-0.193,-17.578,65.552,-68.604
0.077,-0.004,-0.200,-17.395,64.148,-66.650
0.066,-0.003,-0.212,-17.151,62.622,-64.880
0.049,0.001,-0.227,-15.381,61.768,-63.782
-0.007,0.041,-0.304,-6.287,54.077,-64.453
-0.015,0.049,-0.323,-3.906,50.720,-65.552
-0.020,0.055,-0.331,-2.502,46.570,-67.078
-0.027,0.059,-0.336,-1.282,42.358,-68.176
-0.036,0.058,-0.334,-0.427,38.696,-69.153
-0.045,0.053,-0.330,-0.305,34.790,-70.190
-0.054,0.038,-0.324,-0.793,16.907,-70.801
-0.062,0.027,-0.320,-2.563,28.687,-71.289
-0.067,0.012,-0.318,-5.371,26.306,-71.289
-0.068,-0.001,-0.325,-8.545,22.522,-70.923
-0.069,-0.011,-0.328,-10.315,20.142,-70.313
-0.070,-0.022,-0.337,-12.878,16.174,-69.580
-0.071,-0.030,-0.340,-14.648,12.024,-67.993
-0.072,-0.046,-0.347,-15.625,8.789,-67.078
-0.075,-0.061,-0.354,-16.357,5.554,-65.857
-0.081,-0.084,-0.355,-15.747,4.028,-64.575
-0.090,-0.103,-0.362,-13.489,2.441,-62.744
-0.098,-0.117,-0.372,-10.681,1.465,-61.157
-0.099,-0.124,-0.394,-7.324,-0.061,-59.448
-0.094,-0.120,-0.414,-4.517,-1.709,-57.434
-0.093,-0.115,-0.442,-2.014,-4.883,-55.786
-0.089,-0.112,-0.461,0.732,-8.301,-53.894
-0.077,-0.100,-0.495,10.315,-28.381,-50.781
-0.073,-0.099,-0.504,12.024,-31.982,-50.049
-0.065,-0.100,-0.519,13.306,-36.499,-48.950
-0.059,-0.095,-0.535,13.794,-40.405,-48.157
-0.053,-0.099,-0.555,15.137,-46.692,-47.668
-0.047,-0.107,-0.572,16.296,-52.185,-46.509
-0.044,-0.115,-0.584,18.066,-59.326,-45.105
-0.037,-0.126,-0.591,19.653,-65.552,-43.701
-0.036,-0.139,-0.587,22.583,-72.144,-42.236
-0.036,-0.153,-0.585,25.391,-92.590,-40.405
-0.034,-0.160,-0.583,28.687,-83.069,-38.391
-0.023,-0.161,-0.580,31.555,-86.792,-36.438
-0.013,-0.152,-0.585,33.386,-93.018,-34.851
0.005,-0.148,-0.586,33.447,-99.304,-33.813
0.019,-0.146,-0.587,34.241,-105.225,-33.020
0.038,-0.145,-0.579,35.217,-112.671,-32.227
0.056,-0.152,-0.568,35.095,-118.530,-31.738
0.074,-0.164,-0.560,34.546,-125.671,-30.212
0.137,-0.172,-0.529,39.185,-146.790,-23.682
0.151,-0.172,-0.522,42.297,-151.184,-23.499
0.164,-0.177,-0.510,45.288,-156.555,-23.560
0.186,-0.186,-0.500,49.255,-160.706,-24.109
0.202,-0.198,-0.489,52.429,-164.856,-24.597
0.227,-0.218,-0.478,55.847,-169.556,-24.658
0.249,-0.239,-0.463,58.472,-174.805,-23.926
0.274,-0.263,-0.453,60.059,-179.565,-21.484
0.298,-0.282,-0.440,61.035,-185.242,-19.226
0.328,-0.305,-0.432,62.012,-192.139,-15.747
0.355,-0.319,-0.410,62.988,-198.914,-12.146
0.391,-0.330,-0.394,62.927,-206.421,-7.568
0.420,-0.338,-0.359,63.538,-213.989,-2.808
0.454,-0.347,-0.326,63.416,-221.069,3.418
0.476,-0.351,-0.281,62.866,-228.699,8.850
0.499,-0.359,-0.240,59.509,-235.046,15.930
0.522,-0.362,-0.198,56.213,-242.371,21.545
0.528,-0.357,-0.173,53.467,-264.099,28.076
0.537,-0.315,-0.143,49.316,-257.263,33.142
0.575,-0.208,0.104,43.518,-296.021,48.828
0.590,-0.177,0.191,43.213,-302.979,50.232
0.603,-0.142,0.294,45.166,-306.458,51.086
0.621,-0.112,0.383,46.997,-308.105,50.964
0.639,-0.072,0.494,49.316,-309.753,50.781
0.659,-0.011,0.601,50.842,-309.448,50.049
0.669,0.040,0.743,51.453,-309.570,49.194
0.674,0.094,0.874,51.086,-307.556,48.279
0.676,0.139,1.049,47.485,-304.932,47.546
0.682,0.194,1.202,42.297,-300.171,46.509
0.684,0.239,1.370,34.485,-292.175,44.739
0.686,0.281,1.499,23.010,-282.654,42.725
0.677,0.307,1.624,11.475,-269.226,39.856
0.664,0.338,1.701,-4.333,-257.446,37.170
0.653,0.359,1.757,-17.883,-243.347,33.508
0.641,0.376,1.802,-32.410,-233.276,30.029
0.635,0.376,1.830,-41.687,-222.534,25.574
0.633,0.352,1.854,-49.377,-214.417,21.606
0.629,0.324,1.904,-53.223,-204.529,16.785
0.625,0.281,1.894,-53.101,-194.275,12.634
0.611,0.237,1.905,-50.964,-182.922,7.812
0.593,0.164,1.905,-46.143,-167.725,4.089
0.572,0.155,1.900,-40.710,-155.579,0.732
0.565,0.135,1.892,-32.166,-142.090,-1.770
