aX,aY,aZ,gX,gY,gZ

0.939,0.087,1.608,76.111,-476.196,252.625
0.910,0.162,1.794,74.646,-438.782,254.211
0.881,0.256,1.917,74.829,-401.672,251.953
0.854,0.324,2.031,76.721,-353.516,244.263
0.783,0.407,2.071,82.581,-315.369,233.032
0.764,0.474,2.081,90.759,-274.048,216.614
0.742,0.538,2.070,98.206,-244.873,203.003
0.724,0.576,2.041,101.990,-203.491,187.805
0.716,0.589,1.980,105.347,-194.031,177.063
0.705,0.594,1.926,107.605,-177.185,166.992
0.681,0.562,1.885,110.291,-161.865,160.217
0.630,0.599,1.885,112.244,-152.161,153.503
0.575,0.610,1.907,112.793,-141.785,148.071
0.525,0.625,1.952,110.718,-132.935,140.198
0.492,0.630,2.017,107.849,-118.347,133.972
0.466,0.636,2.056,103.333,-105.042,127.014
0.441,0.633,2.081,98.694,-84.473,119.934
0.420,0.619,2.084,92.102,-68.054,116.089
0.403,0.612,2.074,85.022,-48.950,111.755
0.365,0.617,2.012,76.843,-37.109,108.704
0.332,0.648,1.971,68.604,-16.235,103.821
0.333,0.665,1.953,57.800,-23.682,98.999
0.309,0.667,1.951,48.828,-17.761,94.360
0.314,0.710,2.036,14.893,13.367,78.857
0.288,0.714,2.014,7.690,23.315,75.623
0.294,0.735,1.999,0.793,33.875,72.327
0.313,0.745,1.980,-5.371,46.448,70.679
0.322,0.773,1.964,-11.719,58.655,67.200
0.318,0.798,1.907,-16.235,72.998,62.317
0.301,0.830,1.910,-20.569,84.351,57.556
0.281,0.854,1.891,-23.621,97.412,51.147
0.270,0.870,1.872,-28.137,109.070,43.823
0.259,0.885,1.846,-29.602,138.245,33.386
0.248,0.933,1.805,-31.799,137.695,23.437
0.244,0.923,1.769,-34.241,150.269,9.216
0.239,0.942,1.729,-36.194,163.574,-3.052
0.232,0.949,1.691,-38.208,174.377,-17.822
0.234,0.947,1.639,-39.124,187.317,-31.311
0.239,0.934,1.593,-40.466,197.266,-47.913
0.246,0.914,1.534,-41.565,209.045,-61.768
0.260,0.884,1.482,-41.016,218.445,-75.134
0.267,0.863,1.423,-39.551,229.431,-91.064
0.276,0.848,1.381,-37.048,239.502,-104.004
0.278,0.836,1.338,-35.828,251.465,-118.713
0.280,0.808,1.284,-31.250,262.085,-131.470
0.277,0.780,1.236,-26.428,273.437,-147.705
0.282,0.749,1.181,-18.921,282.715,-161.133
0.286,0.721,1.141,-12.573,295.227,-177.246
0.293,0.695,1.093,-3.540,305.786,-190.002
0.307,0.676,1.060,3.967,318.848,-204.834
0.318,0.660,1.013,10.803,330.688,-216.125
0.321,0.644,0.974,16.357,356.750,-229.675
0.369,0.587,0.816,28.931,381.104,-274.231
0.391,0.578,0.760,26.428,389.832,-282.104
0.418,0.565,0.697,23.682,396.484,-289.734
0.447,0.547,0.607,19.104,400.818,-293.396
0.483,0.524,0.526,12.878,401.062,-296.387
0.517,0.495,0.444,7.263,399.231,-295.898
0.540,0.449,0.373,0.305,394.958,-293.335
0.555,0.414,0.287,-4.211,387.512,-288.208
0.555,0.380,0.257,-10.132,380.371,-281.128
0.544,0.360,0.216,-16.296,372.131,-272.278
0.502,0.324,0.171,-24.414,365.662,-263.977
0.514,0.301,0.137,-28.992,357.300,-254.150
0.494,0.281,0.104,-35.522,351.318,-246.277
0.468,0.269,0.071,-40.100,329.651,-238.708
0.446,0.259,0.036,-46.387,337.524,-232.788
0.420,0.251,0.005,-52.734,330.872,-226.746
0.399,0.250,-0.037,-62.073,324.707,-223.511
0.376,0.249,-0.080,-70.801,317.810,-220.825
0.360,0.242,-0.136,-83.069,308.716,-219.238
0.343,0.239,-0.179,-93.872,299.377,-218.811
0.342,0.171,-0.337,-130.249,257.629,-218.872
0.355,0.097,-0.373,-133.301,248.169,-218.872
0.372,0.069,-0.399,-132.874,241.028,-216.980
0.341,0.016,-0.445,-129.700,233.948,-209.595
0.416,-0.033,-0.468,-125.488,229.736,-201.355
0.423,-0.121,-0.504,-117.920,224.792,-193.726
0.426,-0.161,-0.540,-109.070,203.674,-180.786
0.420,-0.217,-0.593,-97.290,211.121,-168.884
0.395,-0.257,-0.638,-85.999,201.782,-154.419
0.368,-0.302,-0.693,-72.449,192.505,-142.151
0.333,-0.326,-0.735,-61.401,180.115,-127.502
0.307,-0.352,-0.792,-45.227,167.175,-115.601
0.287,-0.363,-0.838,-30.579,151.123,-99.670
0.276,-0.360,-0.875,-11.475,135.803,-86.426
0.228,-0.249,-0.878,55.298,74.280,-35.217
0.204,-0.206,-0.859,67.200,58.777,-25.391
0.182,-0.149,-0.835,76.416,45.654,-18.555
0.166,-0.098,-0.795,79.712,30.518,-12.756
0.175,-0.038,-0.779,79.529,16.663,-8.728
0.178,0.018,-0.772,79.651,-0.671,-5.371
0.169,0.060,-0.762,77.271,-17.212,-4.272
0.153,0.078,-0.740,72.388,-34.546,-4.517
0.142,0.096,-0.715,63.965,-49.988,-5.310
0.136,0.112,-0.697,55.359,-66.223,-6.592
0.137,0.125,-0.689,44.067,-81.360,-8.057
0.144,0.125,-0.682,36.438,-97.412,-9.460
0.151,0.113,-0.672,28.259,-111.084,-11.169
0.162,0.095,-0.665,23.682,-124.695,-12.634
0.171,0.078,-0.655,19.897,-135.315,-14.099
0.165,0.051,-0.655,18.127,-146.423,-14.343
0.161,0.019,-0.661,18.494,-155.334,-14.343
0.167,-0.000,-0.671,21.362,-165.283,-12.878
0.180,-0.013,-0.684,26.978,-173.950,-10.498
0.198,-0.023,-0.690,33.203,-183.838,-7.202
0.214,-0.038,-0.681,40.039,-191.101,-2.747
0.225,-0.026,-0.692,48.218,-200.256,2.075
0.233,-0.018,-0.694,60.547,-208.252,6.104
0.238,-0.013,-0.687,71.655,-219.116,10.254
0.232,0.072,-0.602,118.652,-252.991,17.273
0.239,0.094,-0.585,131.775,-258.911,17.578
0.246,0.112,-0.568,142.090,-265.381,17.822
0.264,0.129,-0.559,153.015,-271.790,18.738
0.286,0.140,-0.546,162.292,-279.053,19.958
0.343,0.143,-0.542,172.974,-286.133,22.217
0.337,0.155,-0.537,181.580,-294.678,26.245
0.362,0.166,-0.530,190.491,-301.941,29.602
0.372,0.180,-0.523,196.411,-313.293,34.668
0.382,0.199,-0.508,200.989,-323.059,38.635
0.398,0.222,-0.496,201.538,-336.975,43.762
0.417,0.257,-0.473,199.036,-349.976,47.302
0.449,0.283,-0.449,194.946,-363.586,51.392
0.473,0.303,-0.421,187.866,-381.531,54.077
0.506,0.325,-0.384,179.382,-396.790,56.824
0.529,0.331,-0.335,166.138,-414.185,58.533
0.556,0.330,-0.293,153.320,-429.016,61.707
0.572,0.332,-0.230,135.803,-445.007,65.125
0.591,0.333,-0.167,117.737,-458.984,69.214
0.681,0.259,0.101,31.189,-517.456,81.909
0.710,0.233,0.200,15.930,-530.212,84.534
0.737,0.215,0.292,6.836,-537.170,86.792
0.752,0.217,0.405,-0.854,-541.382,86.914
0.769,0.221,0.501,-3.906,-542.236,83.618
0.795,0.227,0.652,-3.906,-539.368,79.163
0.823,0.212,0.802,1.587,-533.875,71.533
0.849,0.204,1.005,8.484,-521.667,65.247
0.853,0.202,1.186,18.616,-506.165,59.082
0.866,0.208,1.437,27.283,-480.713,51.758
0.867,0.220,1.620,37.476,-451.538,46.387
0.872,0.247,1.788,45.715,-410.095,37.476
0.866,0.286,1.932,51.819,-372.375,29.968
0.868,0.326,2.020,53.101,-317.627,20.630
0.871,0.353,2.045,51.575,-285.522,13.672
0.874,0.361,1.999,49.438,-234.741,6.042
0.872,0.349,1.899,48.218,-217.407,1.099
0.855,0.329,1.810,48.462,-196.777,-2.869
0.828,0.306,1.712,49.377,-180.908,-5.981
0.786,0.277,1.655,49.255,-172.485,-8.423
0.747,0.261,1.617,48.279,-167.297,-9.705
0.715,0.253,1.623,45.715,-163.757,-11.658
0.668,0.248,1.662,42.969,-159.241,-15.015
0.598,0.237,1.701,38.147,-153.015,-18.494
0.592,0.221,1.745,31.921,-143.433,-22.766
0.572,0.194,1.780,22.095,-133.728,-24.658
0.558,0.170,1.788,12.634,-122.070,-24.841
0.550,0.149,1.766,0.427,-111.145,-23.437
0.534,0.134,1.733,-9.949,-101.135,-19.897
0.515,0.117,1.689,-21.790,-93.750,-16.663
0.392,0.095,1.572,-63.477,-71.777,-2.747
0.364,0.092,1.507,-71.899,-64.819,-0.244
0.313,0.086,1.476,-78.369,-59.143,1.282
0.323,0.083,1.385,-81.360,-51.086,2.563
0.303,0.067,1.350,-81.604,-46.082,3.418
0.270,0.063,1.305,-79.529,-41.077,3.662
0.233,0.067,1.254,-76.050,-35.339,3.601
0.192,0.075,1.213,-73.669,-16.296,3.296
0.174,0.077,1.181,-69.763,-25.879,1.465
0.145,0.083,1.147,-66.467,-22.400,-1.099
0.146,0.090,1.134,-61.401,-14.160,-5.371
0.137,0.074,1.094,-55.237,-6.592,-11.230
0.116,0.061,1.019,-45.471,0.061,-13.794
0.106,0.060,0.957,-38.269,1.099,-15.198
0.114,0.032,0.908,-30.518,1.282,-17.029
0.119,0.058,0.874,-24.353,0.305,-18.372
0.126,0.058,0.857,-19.104,-0.427,-19.348
0.127,0.062,0.850,-12.878,-0.427,-21.179
0.125,0.065,0.855,-9.338,1.038,-22.156
0.121,0.061,0.862,-5.310,3.235,-22.888
0.130,0.060,0.871,-2.808,5.676,-23.437
0.138,0.058,0.870,-1.831,8.789,-23.132
0.151,0.058,0.865,-1.526,11.780,-22.156
0.159,0.057,0.849,-3.845,14.038,-20.569
0.164,0.054,0.824,-6.653,16.846,-18.616
0.171,0.049,0.789,-8.667,18.127,-0.610
0.171,0.048,0.723,-9.766,19.958,-13.306
0.170,0.049,0.712,-10.925,19.653,-11.047
0.162,0.050,0.657,-10.681,19.470,-8.606
0.158,0.056,0.670,-10.742,19.226,-6.653
0.156,0.067,0.659,-10.681,18.921,-4.883
0.157,0.070,0.646,-10.376,18.982,-3.845
0.158,0.077,0.637,-8.484,20.508,-1.892
0.157,0.079,0.619,-7.080,21.240,-1.099
0.155,0.078,0.600,-5.554,22.278,0.183
0.154,0.078,0.577,-2.808,22.461,0.854
0.144,0.082,0.558,-1.038,22.339,0.977
0.141,0.084,0.546,2.380,21.729,1.465
0.138,0.088,0.541,4.822,22.156,1.465
0.137,0.094,0.539,6.470,22.156,2.075
0.137,0.098,0.536,7.996,23.560,1.587
0.137,0.099,0.529,9.460,24.963,2.380
0.138,0.099,0.519,9.277,26.367,2.686
0.135,0.103,0.506,9.949,26.245,2.686
0.132,0.109,0.490,9.094,26.306,3.296
0.130,0.117,0.476,8.362,25.146,3.662
0.126,0.123,0.469,7.324,23.621,3.540
0.095,0.126,0.465,5.859,21.545,3.357
0.124,0.132,0.466,4.517,20.142,3.174
0.122,0.137,0.472,2.991,18.677,2.991
0.123,0.138,0.476,0.916,18.433,2.563
0.122,0.139,0.479,-0.427,18.005,2.625
0.126,0.140,0.477,-2.075,18.738,2.563
0.130,0.135,0.459,-4.150,19.043,2.808
0.129,0.136,0.434,-4.639,19.775,2.930
0.122,0.139,0.406,-3.479,18.433,3.174
0.112,0.147,0.380,-2.563,17.334,2.808
0.109,0.155,0.371,-2.380,13.733,1.404
0.105,0.161,0.377,-2.136,10.559,0.122
0.103,0.163,0.391,-3.113,7.874,-1.343
0.106,0.160,0.409,-4.272,5.676,-2.441
0.106,0.152,0.426,-5.493,4.456,-2.808
0.109,0.147,0.437,-6.165,4.822,-3.845
0.113,0.134,0.444,-5.493,5.432,-4.944
0.114,0.129,0.441,-4.944,7.202,-5.371
0.115,0.123,0.438,-4.150,8.606,-6.104
0.120,0.116,0.426,-4.456,10.498,-6.287
0.125,0.110,0.414,-2.625,10.681,-6.409
0.130,0.105,0.390,-1.282,11.902,-6.042
0.128,0.098,0.380,0.061,10.925,-5.737
0.126,0.097,0.370,1.770,9.766,-5.188
0.123,0.101,0.366,2.502,6.836,-4.822
0.122,0.105,0.371,2.319,5.249,-4.639
0.126,0.105,0.383,1.343,2.319,-4.333
0.130,0.105,0.393,0.061,0.488,-3.784
0.128,0.104,0.401,-1.892,-0.854,-3.174
0.133,0.103,0.410,-2.136,-0.977,-1.831
0.131,0.100,0.416,-2.686,-2.136,-1.343
0.131,0.100,0.421,-4.272,-1.648,-0.183
0.130,0.100,0.423,-3.906,-1.038,0.671
0.127,0.104,0.426,-3.601,-0.244,0.977
0.126,0.105,0.425,-3.784,0.610,1.160
0.126,0.107,0.424,-3.784,0.549,1.648
0.125,0.110,0.423,-2.747,0.488,1.587
0.155,0.110,0.423,-3.052,0.366,1.465
0.125,0.109,0.421,-3.235,-0.183,2.197
0.125,0.104,0.417,-3.113,-1.282,2.319
0.127,0.106,0.420,-2.014,-2.319,2.197
0.128,0.108,0.423,-0.977,-3.113,2.197
0.129,0.113,0.431,-0.366,-4.211,1.709
0.132,0.114,0.441,-0.427,-5.188,1.709
0.138,0.120,0.451,-0.671,-6.287,2.014
0.141,0.119,0.463,-0.549,-6.592,2.136
0.148,0.118,0.464,-0.122,-6.470,2.502
0.149,0.118,0.463,0.854,-6.042,3.174
0.148,0.122,0.460,2.441,-5.920,3.174
0.142,0.123,0.462,4.211,-5.493,3.235
0.139,0.130,0.474,5.493,-5.127,2.991
0.134,0.135,0.479,5.493,-4.333,2.502
0.133,0.142,0.490,5.859,-4.333,2.014
0.132,0.144,0.529,5.432,-3.662,1.343
0.136,0.141,0.503,5.493,-2.747,0.854
0.132,0.144,0.508,5.188,-2.136,0.000
0.130,0.146,0.508,3.601,-1.282,-0.366
0.132,0.148,0.506,2.808,-1.160,-0.793
0.136,0.148,0.506,1.099,-1.282,-1.038
0.142,0.146,0.504,0.061,-2.136,-0.610
0.142,0.144,0.500,-1.526,-2.930,-0.610
0.141,0.141,0.500,-3.235,-2.991,-0.549
0.136,0.141,0.500,-3.235,-3.296,-0.244
0.135,0.138,0.503,-3.479,-3.052,-0.610
0.135,0.135,0.505,-4.028,-3.174,-0.916
0.135,0.132,0.503,-3.479,-1.953,-1.282
0.138,0.127,0.501,-3.296,-1.282,-1.404
0.136,0.123,0.499,-2.441,-0.427,-1.770
0.132,0.122,0.501,-1.038,0.305,-2.380
0.133,0.123,0.501,0.366,0.061,-2.747
0.132,0.122,0.470,2.197,1.282,-3.845
0.133,0.125,0.501,2.808,1.770,-4.456
0.134,0.123,0.506,3.357,2.441,-5.066
0.136,0.124,0.506,3.845,3.235,-5.676
0.140,0.123,0.510,4.150,3.662,-5.615
0.144,0.117,0.509,4.089,3.967,-5.371
0.146,0.110,0.501,3.174,5.066,-4.883
0.143,0.105,0.497,2.930,4.883,-4.089
0.139,0.104,0.489,2.014,4.944,-3.357
0.137,0.102,0.482,1.709,4.517,-2.563
0.140,0.095,0.477,1.038,3.540,-1.648
0.137,0.094,0.473,1.526,2.625,-0.610
0.138,0.090,0.474,1.953,1.831,0.183
0.139,0.092,0.475,2.808,1.343,1.038
0.137,0.099,0.482,3.479,0.488,1.831
0.134,0.104,0.488,3.906,1.465,2.319
0.135,0.113,0.495,4.700,1.282,2.502
0.129,0.122,0.504,3.967,1.953,2.441
0.125,0.130,0.503,2.258,1.282,2.441
0.094,0.135,0.500,0.366,0.671,1.831
0.125,0.135,0.502,-0.916,-14.587,1.831
0.125,0.131,0.501,-2.014,-0.488,1.587
0.125,0.128,0.501,-2.869,-0.549,1.160
0.124,0.125,0.507,-3.235,-1.160,0.977

0.856,0.377,1.444,53.528,-347.839,250.549
0.873,0.486,1.576,58.167,-328.369,243.774
0.891,0.514,1.672,63.843,-305.786,233.826
0.885,0.564,1.738,75.562,-274.292,224.182
0.829,0.636,1.762,88.867,-255.066,211.548
0.791,0.724,1.829,100.281,-237.122,199.890
0.757,0.831,1.911,110.291,-221.069,183.655
0.738,0.913,1.999,115.662,-200.928,167.358
0.717,1.004,2.061,121.704,-184.509,150.208
0.701,1.074,2.146,125.977,-164.368,130.310
0.693,1.139,2.178,129.211,-148.193,114.258
0.679,1.180,2.229,130.981,-126.404,95.337
0.665,1.209,2.272,129.761,-109.131,80.688
0.639,1.232,2.293,127.686,-93.079,64.270
0.612,1.280,2.313,120.422,-75.073,50.659
0.579,1.255,2.324,112.000,-47.852,35.034
0.558,1.249,2.342,98.511,-49.683,22.705
0.537,1.235,2.359,87.463,-37.964,8.484
0.527,1.208,2.378,73.730,-23.193,-2.380
0.534,1.173,2.387,57.251,-9.460,-13.245
0.541,1.147,2.397,43.579,7.996,-21.362
0.551,1.114,2.392,26.855,23.682,-28.320
0.551,1.093,2.378,13.367,43.518,-33.630
0.545,1.088,2.354,-4.395,58.411,-38.086
0.532,1.088,2.285,-20.874,76.111,-42.786
0.508,1.093,2.270,-40.100,88.806,-47.119
0.480,1.089,2.220,-54.749,102.112,-53.955
0.453,1.034,1.921,-118.225,155.273,-84.351
0.431,1.016,1.865,-131.714,165.894,-91.003
0.418,1.023,1.781,-139.832,178.528,-100.891
0.415,1.009,1.756,-147.705,191.345,-110.779
0.401,0.983,1.707,-151.306,209.961,-124.146
0.403,0.947,1.640,-150.574,226.257,-136.353
0.413,0.917,1.577,-146.545,244.019,-151.794
0.417,0.892,1.504,-139.465,264.832,-165.222
0.426,0.857,1.437,-132.446,283.020,-181.580
0.427,0.836,1.336,-121.338,302.612,-195.068
0.420,0.818,1.250,-111.206,316.956,-212.280
0.420,0.804,1.152,-98.755,331.848,-226.013
0.417,0.792,1.077,-89.539,340.393,-243.652
0.418,0.779,1.001,-78.308,350.464,-257.874
0.418,0.763,0.950,-69.458,357.666,-275.269
0.427,0.739,0.902,-59.509,366.638,-289.734
0.448,0.713,0.861,-52.673,372.803,-306.091
0.463,0.698,0.811,-45.349,381.165,-319.641
0.541,0.561,0.522,-37.964,397.156,-356.567
0.566,0.512,0.456,-39.795,396.362,-357.544
0.585,0.478,0.392,-41.016,393.982,-355.713
0.616,0.436,0.344,-44.800,391.052,-350.647
0.645,0.405,0.301,-48.218,387.146,-343.384
0.670,0.370,0.264,-52.856,383.728,-331.970
0.693,0.331,0.222,-59.082,378.540,-320.618
0.698,0.286,0.176,-66.406,374.390,-308.167
0.695,0.250,0.117,-72.266,366.882,-292.358
0.683,0.223,0.071,-81.787,359.802,-280.457
0.662,0.206,0.026,-90.515,350.037,-267.456
0.634,0.184,-0.040,-101.868,341.187,-257.385
0.591,0.164,-0.103,-110.779,329.590,-248.535
0.555,0.133,-0.180,-121.094,318.237,-243.774
0.519,0.113,-0.241,-130.249,302.551,-238.953
0.497,0.077,-0.302,-139.648,287.354,-236.694
0.472,0.044,-0.331,-145.508,268.799,-233.582
0.363,-0.193,-0.415,-139.587,223.633,-211.975
0.343,-0.256,-0.433,-129.150,217.163,-206.177
0.303,-0.284,-0.462,-118.164,210.510,-198.303
0.251,-0.326,-0.495,-104.675,204.590,-191.040
0.256,-0.347,-0.527,-92.285,195.557,-182.251
0.242,-0.368,-0.558,-76.233,188.171,-171.082
0.236,-0.381,-0.583,-47.302,175.476,-161.560
0.245,-0.400,-0.607,-47.302,164.978,-147.827
0.262,-0.407,-0.633,-34.607,149.292,-134.338
0.278,-0.411,-0.648,-20.081,135.437,-116.516
0.293,-0.411,-0.640,-6.409,120.056,-100.220
0.304,-0.396,-0.630,5.249,109.253,-80.017
0.292,-0.346,-0.612,20.325,97.778,-64.819
0.271,-0.347,-0.599,32.043,90.027,-47.791
0.244,-0.308,-0.583,45.105,79.407,-35.278
0.206,-0.250,-0.568,56.091,72.327,-23.071
0.103,-0.067,-0.547,79.285,35.889,-4.150
0.092,-0.029,-0.556,78.857,24.658,-2.930
0.085,0.000,-0.562,76.599,14.526,-2.380
0.088,0.005,-0.572,74.585,2.014,-1.648
0.089,0.002,-0.574,74.158,-8.362,-0.122
0.096,-0.004,-0.575,75.684,-19.409,1.526
0.100,-0.012,-0.586,76.660,-29.663,3.967
0.103,-0.021,-0.600,80.200,-40.649,6.897
0.103,-0.024,-0.612,84.045,-50.842,10.498
0.099,-0.027,-0.625,87.769,-62.866,13.428
0.099,-0.028,-0.633,93.567,-72.998,17.761
0.090,-0.028,-0.639,98.694,-86.365,20.020
0.089,-0.024,-0.643,104.126,-97.107,22.888
0.088,-0.017,-0.648,108.398,-111.877,25.635
0.101,-0.009,-0.641,113.953,-123.596,29.175
0.117,0.001,-0.635,118.530,-138.855,31.860
0.123,0.012,-0.628,124.390,-150.635,34.668
0.126,0.023,-0.617,128.784,-164.856,36.438
0.132,0.035,-0.596,134.583,-176.819,37.781
0.135,0.047,-0.572,138.977,-190.430,38.818
0.150,0.057,-0.550,142.395,-201.538,40.100
0.172,0.071,-0.514,145.874,-212.524,41.321
0.195,0.091,-0.486,149.231,-220.825,43.213
0.217,0.100,-0.459,151.245,-229.248,45.532
0.294,0.109,-0.393,156.494,-256.592,61.890
0.314,0.115,-0.388,156.372,-263.550,66.284
0.319,0.115,-0.389,155.762,-272.034,70.984
0.331,0.122,-0.386,156.311,-280.457,74.890
0.335,0.136,-0.387,154.724,-290.283,79.163
0.338,0.152,-0.389,152.954,-301.636,81.421
0.354,0.163,-0.388,151.306,-315.125,83.435
0.361,0.169,-0.375,148.743,-327.576,85.083
0.388,0.184,-0.356,145.996,-342.102,87.219
0.414,0.199,-0.316,140.930,-354.675,88.806
0.443,0.207,-0.279,136.414,-369.019,91.553
0.470,0.217,-0.227,129.395,-380.005,94.971
0.495,0.220,-0.174,121.582,-405.273,99.243
0.508,0.225,-0.114,111.328,-399.780,102.234
0.522,0.219,-0.065,100.708,-407.959,105.591
0.542,0.217,-0.008,87.158,-416.626,107.971
0.565,0.217,0.029,76.721,-422.913,111.206
0.584,0.217,0.073,63.354,-429.321,113.220
0.606,0.221,0.114,52.002,-434.265,114.929
0.622,0.225,0.167,42.358,-438.049,115.784
0.681,0.240,0.480,-15.747,-451.904,110.168
0.717,0.231,0.569,-27.649,-451.477,103.943
0.702,0.193,0.660,-35.400,-454.285,98.511
0.714,0.162,0.794,-38.696,-453.491,92.834
0.729,0.140,0.992,-40.710,-439.087,88.684
0.750,0.117,1.143,-40.405,-419.006,83.923
0.758,0.109,1.292,-37.537,-386.353,79.590
0.756,0.119,1.378,-30.212,-356.628,74.158
0.759,0.126,1.425,-22.400,-323.425,67.627
0.757,0.142,1.436,-12.390,-298.035,46.997
0.760,0.149,1.424,-4.578,-272.827,58.716
0.752,0.167,1.407,3.479,-256.897,55.725
0.741,0.170,1.403,9.216,-241.089,52.673
0.731,0.180,1.414,14.832,-228.516,49.011
0.716,0.173,1.425,19.531,-216.980,45.166
0.706,0.176,1.429,25.696,-201.477,42.114
0.677,0.186,1.420,31.860,-187.134,37.476
0.646,0.186,1.389,38.940,-173.157,34.485
0.609,0.191,1.374,45.227,-164.795,31.006
0.564,0.206,1.365,48.401,-157.166,26.978
0.534,0.215,1.371,48.035,-152.710,25.391
0.512,0.242,1.398,44.067,-148.315,23.010
0.494,0.265,1.423,34.546,-144.043,21.240
0.474,0.279,1.438,26.245,-138.245,19.348
0.456,0.290,1.442,13.611,-132.996,19.165
0.433,0.307,1.444,4.822,-127.747,18.738
0.403,0.325,1.449,-5.676,-121.887,17.212
0.354,0.338,1.445,-15.320,-115.417,15.259
0.285,0.348,1.376,-54.749,-88.623,-5.310
0.283,0.315,1.380,-62.744,-82.642,-10.498
0.288,0.279,1.358,-67.322,-74.768,-14.771
0.294,0.238,1.318,-71.228,-68.787,-17.395
0.298,0.208,1.278,-74.036,-62.500,-20.020
0.302,0.173,1.229,-75.134,-56.213,-20.752
0.299,0.150,1.193,-75.439,-52.734,-22.644
0.292,0.116,1.158,-73.608,-49.194,-24.353
0.284,0.089,1.138,-70.618,-31.555,-25.818
0.282,0.060,1.122,-66.101,-42.603,-27.161
0.281,0.026,1.106,-61.279,-39.490,-28.503
0.286,-0.002,1.080,-54.077,-32.959,-28.198
0.287,-0.022,1.056,-47.058,-29.236,-27.771
0.289,-0.039,1.027,-39.001,-24.353,-26.367
0.292,-0.048,1.012,-31.006,-20.081,-24.231
0.295,-0.046,0.992,-23.804,-17.639,-21.912
0.296,-0.040,0.983,-17.822,-14.587,-18.982
0.303,-0.026,0.977,-13.794,-12.512,-0.671
0.305,-0.013,0.980,-11.963,-8.911,-12.695
0.311,0.000,0.975,-9.583,-6.531,-9.766
0.303,0.017,0.967,-8.667,-2.319,-6.104
0.299,0.034,0.952,-9.094,0.122,-3.784
0.284,0.049,0.910,-9.766,3.723,-2.258
0.277,0.065,0.916,-10.620,6.042,-0.916
0.269,0.080,0.898,-12.207,8.057,-1.160
0.267,0.093,0.875,-13.245,10.986,-1.343
0.270,0.100,0.854,-13.489,13.245,-1.709
0.273,0.099,0.826,-13.489,15.625,-2.075
0.274,0.103,0.799,-12.390,18.188,-2.014
0.277,0.105,0.769,-11.230,20.203,-1.831
0.276,0.105,0.746,-11.230,22.705,-1.465
0.257,0.117,0.636,-6.165,26.917,0.305
0.251,0.122,0.618,-5.127,26.672,0.305
0.247,0.127,0.605,-4.089,26.672,-0.244
0.244,0.133,0.603,-2.747,26.855,-0.366
0.239,0.136,0.597,-1.465,27.771,-0.183
0.234,0.141,0.593,-1.953,28.503,-0.671
0.229,0.146,0.586,-1.892,30.334,14.954
0.224,0.146,0.572,-1.648,31.128,0.244
0.213,0.148,0.551,-2.136,31.738,-0.427
0.197,0.150,0.536,-3.052,31.433,-0.732
0.192,0.157,0.516,-3.723,31.494,-0.610
0.192,0.164,0.502,-4.578,15.686,-1.770
0.189,0.168,0.487,-6.348,31.006,-2.197
0.189,0.170,0.473,-7.324,30.151,-2.502
0.187,0.170,0.454,-8.911,29.236,-3.479
0.185,0.169,0.439,-10.376,28.992,-4.089
0.185,0.167,0.424,-11.963,27.893,-4.333
0.188,0.163,0.416,-13.123,26.978,-5.249
0.187,0.152,0.402,-14.709,25.513,-5.371
0.188,0.146,0.391,-16.052,24.109,-4.761
0.184,0.139,0.382,-15.747,22.644,-4.761
0.184,0.133,0.378,-15.930,21.423,-5.066
0.178,0.128,0.375,-0.732,20.935,-5.432
0.182,0.125,0.374,-15.503,19.897,-5.859
0.183,0.121,0.373,-13.794,19.958,-5.920
0.188,0.119,0.367,-12.695,19.897,-5.920
0.188,0.117,0.363,-11.658,20.386,-6.165
0.187,0.114,0.358,-9.766,19.836,-6.042
0.184,0.112,0.351,-8.362,20.325,-5.493
0.187,0.114,0.350,-6.592,18.860,-5.371
0.186,0.114,0.349,-4.211,18.433,-5.493
0.185,0.113,0.343,-2.625,17.517,-5.310
0.184,0.114,0.346,-1.526,16.296,-5.371
0.184,0.115,0.351,-1.221,15.747,-5.188
0.185,0.118,0.360,0.244,14.282,-5.432
0.183,0.117,0.371,-0.061,12.329,-5.188
0.188,0.121,0.385,-1.465,11.597,-4.761
0.189,0.094,0.401,-2.441,10.071,-4.761
0.191,0.124,0.406,-4.700,10.559,-4.578
0.196,0.121,0.407,-4.883,9.766,-4.272
0.202,0.121,0.401,-5.127,11.169,-3.845
0.205,0.116,0.391,-4.211,11.230,-3.235
0.204,0.112,0.387,-2.991,11.353,-3.113
0.199,0.112,0.384,-2.930,10.925,-2.808
0.194,0.116,0.387,-1.587,9.949,-2.930
0.194,0.117,0.396,-0.732,9.766,-3.723
0.194,0.120,0.408,-0.610,8.667,-4.150
0.198,0.117,0.417,-1.343,8.667,-4.272
0.201,0.111,0.429,-0.549,8.789,-4.578
0.207,0.109,0.437,-0.977,8.606,-4.456
0.203,0.104,0.438,-0.488,9.705,-3.845
0.200,0.102,0.434,0.000,10.559,-2.747
0.198,0.104,0.425,-0.183,11.108,-2.197
0.190,0.106,0.419,0.244,11.719,-0.610
0.186,0.113,0.407,0.427,10.681,-0.610
0.178,0.119,0.407,-0.793,9.766,-0.549
0.171,0.124,0.412,-0.977,7.568,-0.488
0.166,0.125,0.419,-3.174,5.737,-1.404
