aX,aY,aZ,gX,gY,gZ
0.145,0.104,0.530,-11.353,18.677,2.869
0.144,0.099,0.528,-12.329,19.104,2.136
0.141,0.096,0.528,-12.146,20.325,1.526
0.143,0.093,0.524,-11.169,20.996,1.221
0.145,0.090,0.523,-11.536,22.034,0.977
0.147,0.085,0.520,-10.925,23.010,-0.061
0.151,0.068,0.508,-8.423,24.780,1.160
0.150,0.062,0.509,-7.446,23.987,1.526
0.148,0.060,0.504,-7.996,24.292,2.136
0.150,0.059,0.499,-8.362,23.804,2.991
0.148,0.057,0.499,-7.812,22.461,3.113
0.148,0.050,0.494,-8.240,21.790,4.089
0.146,0.044,0.492,-8.179,21.179,5.615
0.145,0.042,0.489,-8.423,19.775,6.470
0.139,0.041,0.488,-8.179,19.836,7.874
0.134,0.043,0.487,-7.141,18.921,9.155
0.133,0.045,0.484,-6.714,19.104,10.193
0.128,0.047,0.478,-7.080,17.944,11.169
0.095,0.052,0.475,-6.348,18.250,11.780
0.120,0.056,0.469,-4.578,16.418,12.512
0.121,0.092,0.474,-4.089,16.052,13.000

0.962,0.066,1.581,94.604,-487.854,267.456
0.902,0.182,1.761,88.135,-451.050,261.414
0.875,0.290,1.870,81.177,-419.312,250.061
0.868,0.387,1.964,76.477,-380.859,238.403
0.890,0.468,2.036,72.937,-349.854,224.976
0.891,0.527,2.124,69.702,-311.279,210.327
0.873,0.577,2.120,66.345,-281.067,198.547
0.819,0.610,2.107,65.735,-249.756,185.303
0.796,0.661,2.090,67.505,-225.403,173.645
0.737,0.685,2.026,71.167,-205.811,156.494
0.712,0.724,2.026,80.811,-189.270,140.808
0.699,0.779,2.062,89.294,-171.753,121.155
0.686,0.812,2.096,100.037,-152.222,104.736
0.665,0.801,2.115,111.755,-138.489,85.327
0.666,0.811,2.167,139.893,-124.329,71.777
0.678,0.828,2.226,136.353,-112.122,57.556
0.674,0.833,2.307,140.930,-94.055,48.706
0.628,0.851,2.363,140.930,-78.857,41.931
0.623,0.874,2.436,137.024,-60.242,35.156
0.564,0.901,2.442,127.686,-47.424,29.785
0.571,0.926,2.464,117.065,-33.142,23.010
0.563,0.907,2.489,100.464,-22.461,17.395
0.559,0.935,2.506,86.243,-10.681,10.925
0.557,0.926,2.517,67.566,6.287,5.981
0.547,0.905,2.503,51.941,20.935,2.014
0.540,0.890,2.465,37.720,38.818,-0.183
0.535,0.885,2.427,20.447,53.528,-2.258
0.526,0.892,2.371,7.263,70.251,-3.052
0.514,0.907,2.322,-7.812,83.435,-5.493
0.491,0.920,2.266,-20.020,97.107,-9.766
0.428,0.950,2.034,-57.190,146.179,-40.710
0.424,0.939,1.984,-62.744,158.936,-50.110
0.415,0.927,1.924,-66.589,175.110,-61.768
0.414,0.909,1.849,-68.115,189.026,-72.205
0.415,0.890,1.759,-67.505,205.566,-85.266
0.413,0.870,1.710,-65.552,219.971,-97.229
0.407,0.844,1.606,-62.195,235.718,-111.877
0.404,0.814,1.544,-55.481,248.352,-124.817
0.403,0.791,1.481,-48.096,260.132,-139.832
0.398,0.767,1.418,-38.269,274.658,-153.625
0.395,0.740,1.381,-28.259,286.865,-171.204
0.392,0.727,1.348,-15.381,303.650,-187.012
0.400,0.703,1.321,-5.249,317.383,-207.764
0.409,0.685,1.280,6.897,336.426,-224.670
0.433,0.672,1.233,14.343,351.624,-244.263
0.450,0.671,1.159,20.813,368.774,-260.132
0.478,0.663,1.077,25.940,382.385,-277.283
0.499,0.655,0.959,27.832,393.921,-290.466
0.522,0.636,0.857,27.893,399.231,-302.246
0.548,0.615,0.766,26.794,402.893,-313.416
0.560,0.573,0.666,22.766,402.954,-319.092
0.578,0.543,0.568,17.883,402.039,-322.083
0.673,0.424,0.372,-18.982,390.381,-307.800
0.669,0.401,0.322,-29.785,387.146,-301.453
0.645,0.383,0.281,-38.147,382.935,-294.495
0.620,0.360,0.237,-49.500,379.028,-291.138
0.583,0.336,0.202,-59.082,374.634,-289.612
0.563,0.319,0.156,-70.129,368.408,-289.978
0.554,0.299,0.128,-78.308,365.662,-291.199
0.556,0.251,0.095,-88.684,362.549,-293.091
0.559,0.265,0.063,-96.497,360.840,-295.593
0.513,0.251,0.016,-104.797,357.117,-293.396
0.600,0.223,0.002,-109.131,356.873,-293.213
0.612,0.186,-0.045,-112.427,355.469,-294.250
0.618,0.134,-0.080,-113.098,353.088,-293.274
0.605,0.089,-0.123,-113.953,351.196,-290.771
0.557,0.044,-0.170,-115.479,347.656,-285.217
0.527,0.008,-0.218,-115.234,344.482,-281.433
0.552,-0.015,-0.270,-112.427,342.651,-277.588
0.502,-0.233,-0.583,-79.590,315.857,-232.422
0.482,-0.327,-0.612,-76.843,305.786,-216.064
0.522,-0.358,-0.687,-66.956,294.678,-191.223
0.535,-0.395,-0.786,-49.438,278.870,-170.715
0.498,-0.438,-0.854,-32.837,259.155,-147.339
0.454,-0.473,-0.907,-11.353,240.112,-129.395
0.405,-0.465,-0.964,6.531,215.393,-109.436
0.370,-0.402,-0.936,26.855,193.481,-93.506
0.340,-0.327,-0.914,40.833,169.067,-77.576
0.320,-0.243,-0.872,53.040,151.184,-67.627
0.299,-0.186,-0.835,60.303,132.324,-58.411
0.285,-0.130,-0.801,64.453,119.202,-52.002
0.271,-0.084,-0.785,64.270,104.370,-46.509
0.262,-0.040,-0.784,61.829,91.614,-42.480
0.257,-0.016,-0.785,55.969,75.317,-37.964
0.256,0.006,-0.788,46.753,61.523,-34.668
0.248,0.002,-0.797,40.955,32.349,-31.433
0.238,-0.011,-0.817,35.400,33.508,-28.198
0.223,-0.029,-0.846,32.227,21.484,-24.414
0.226,-0.046,-1.016,40.710,-46.997,-11.597
0.231,-0.041,-1.038,46.448,-65.796,-8.240
0.243,-0.041,-1.044,51.147,-88.928,-4.639
0.256,-0.037,-1.033,57.129,-108.704,-1.770
0.263,-0.038,-1.015,64.087,-129.761,1.831
0.268,-0.047,-0.991,70.557,-147.888,4.822
0.281,-0.051,-0.968,73.669,-168.091,9.338
0.302,-0.058,-0.945,76.782,-184.998,13.611
0.340,-0.071,-0.937,80.688,-203.430,21.240
0.405,-0.080,-0.947,86.548,-218.384,45.166
0.409,-0.083,-0.958,92.102,-236.511,40.710
0.431,-0.083,-0.968,100.159,-252.808,50.842
0.457,-0.084,-0.971,107.361,-273.804,62.988
0.478,-0.084,-0.956,118.774,-291.382,72.998
0.511,-0.087,-0.946,128.967,-312.073,85.815
0.584,-0.087,-0.919,144.348,-328.979,96.924
0.609,-0.061,-0.846,157.104,-348.694,110.229
0.679,-0.035,-0.823,169.861,-364.563,121.216
0.691,-0.016,-0.768,178.467,-382.019,135.010
0.761,0.167,-0.602,173.889,-451.660,169.983
0.785,0.200,-0.567,163.330,-470.520,174.561
0.822,0.223,-0.477,151.611,-491.028,178.772
0.850,0.227,-0.427,136.108,-507.812,182.800
0.882,0.221,-0.366,121.826,-524.109,188.171
0.896,0.217,-0.307,103.638,-536.316,193.481
0.891,0.223,-0.276,86.609,-548.523,198.181
0.886,0.238,-0.248,64.758,-561.218,199.646
0.930,0.245,-0.227,46.997,-577.087,198.547
1.012,0.234,-0.184,29.785,-591.980,197.205
1.116,0.214,-0.124,21.545,-605.591,195.068
1.178,0.126,-0.041,17.151,-621.704,193.359
1.223,0.065,0.057,20.386,-632.019,193.726
1.249,-0.007,0.239,32.715,-640.259,196.045
1.272,-0.067,0.434,48.279,-638.733,200.989
1.288,-0.078,0.710,69.336,-622.925,208.374
1.295,-0.058,0.951,86.060,-598.022,217.957
1.269,0.046,1.288,98.572,-550.964,225.403
1.197,0.170,1.515,106.445,-500.244,230.469
0.796,0.633,1.536,90.027,-289.734,191.101
0.734,0.686,1.402,64.270,-263.733,173.218
0.708,0.687,1.293,68.115,-252.625,153.992
0.679,0.636,1.201,60.425,-249.023,141.052
0.698,0.590,1.198,53.162,-246.399,129.395
0.648,0.531,1.148,49.744,-250.244,116.089
0.600,0.514,1.193,52.307,-256.775,103.210
0.568,0.520,1.288,54.626,-256.836,82.581
0.544,0.508,1.414,55.542,-251.038,64.087
0.516,0.489,1.499,56.458,-242.920,43.335
0.520,0.442,1.573,58.044,-231.018,26.978
0.543,0.444,1.608,59.265,-220.947,10.376
0.567,0.417,1.631,57.739,-209.900,-0.610
0.591,0.383,1.639,54.382,-202.576,-11.414
0.609,0.354,1.645,49.011,-195.740,-17.029
0.623,0.301,1.658,39.612,-191.528,-21.057
0.634,0.255,1.709,30.762,-185.791,-23.560
0.650,0.200,1.771,21.118,-179.749,-24.780
0.665,0.164,1.850,13.733,-168.274,-24.109
0.679,0.125,1.889,5.859,-156.555,-22.339
0.685,0.097,1.909,-0.122,-139.526,-18.127
0.682,0.083,1.906,-7.202,-124.695,-13.184
0.666,0.085,1.845,-13.489,-107.239,-6.226
0.639,0.096,1.828,-20.630,-94.238,15.381
0.596,0.111,1.755,-28.381,-81.482,6.042
0.557,0.133,1.730,-36.682,-72.937,9.949
0.517,0.146,1.656,-43.030,-64.026,12.634
0.408,0.164,1.418,-58.960,-31.616,17.761
0.350,0.156,1.371,-56.824,-25.391,17.395
0.338,0.149,1.282,-54.565,-18.311,15.869
0.312,0.146,1.239,-51.025,-13.794,13.367
0.284,0.151,1.171,-46.082,-7.751,9.583
0.262,0.160,1.080,-38.574,-5.188,5.493
0.238,0.163,1.003,-31.006,-4.211,-0.061
0.218,0.160,0.939,-20.386,-5.371,-4.639
0.205,0.154,0.913,-10.803,-5.981,-9.644
0.206,0.186,0.912,-2.197,-7.446,-14.526
0.210,0.172,0.926,2.747,-6.042,-18.921
0.215,0.181,0.928,7.263,-4.517,-22.705
0.224,0.171,0.923,9.644,-2.319,-26.001
0.233,0.160,0.916,11.841,1.526,-26.367
0.245,0.149,0.904,12.146,4.700,-26.001
0.253,0.146,0.879,11.902,10.315,-24.902
0.254,0.146,0.851,10.376,13.245,-23.621
0.257,0.139,0.814,8.423,17.273,-20.691
0.264,0.136,0.790,4.700,18.372,-17.639
0.267,0.142,0.764,0.366,21.851,-13.733
0.269,0.154,0.726,-3.784,22.949,-11.108
0.260,0.167,0.700,-6.714,23.987,-9.033
0.249,0.182,0.673,-10.742,23.499,-8.423
0.244,0.188,0.660,-13.184,23.926,-7.568
0.246,0.195,0.643,-16.418,25.635,-7.874
0.248,0.201,0.631,-18.005,26.794,-7.812
0.248,0.200,0.616,-20.020,29.724,-8.118
0.248,0.197,0.591,-21.790,31.799,-7.996
0.247,0.196,0.562,-22.461,34.241,-8.545
0.241,0.188,0.533,-23.376,36.133,-9.460
0.237,0.180,0.503,-23.376,36.316,-9.827
0.230,0.176,0.483,-22.888,36.316,-10.681
0.227,0.168,0.467,-22.766,36.133,-11.475
0.226,0.169,0.457,-21.667,35.950,-12.695
0.225,0.167,0.436,-21.301,36.255,-13.245
0.220,0.161,0.421,-19.836,36.072,-14.221
0.217,0.156,0.401,-18.005,35.706,-15.320
0.212,0.148,0.387,-15.564,34.851,-16.357
0.211,0.140,0.378,-12.573,32.715,-18.066
0.210,0.134,0.370,-9.216,32.837,-19.348
0.217,0.133,0.362,-6.348,31.311,-20.020
0.215,0.132,0.357,-3.235,30.640,-20.935
0.213,0.128,0.357,-0.183,28.809,-22.400
0.219,0.120,0.359,1.770,28.259,-23.071
0.217,0.118,0.363,1.770,26.733,-21.423
0.222,0.109,0.378,1.038,23.560,-18.188
0.225,0.114,0.373,-1.282,22.827,-15.503
0.227,0.110,0.368,-3.174,22.095,-12.085
0.227,0.111,0.360,-5.493,20.264,-9.338
0.224,0.112,0.349,-6.470,19.348,-6.165
0.220,0.116,0.335,-7.263,16.541,-3.906
0.214,0.120,0.335,-7.812,15.259,-2.014
0.209,0.124,0.338,-5.859,12.939,-0.854
0.205,0.132,0.350,-3.906,12.817,0.244
0.200,0.142,0.363,-2.563,12.268,0.793
0.195,0.158,0.369,-0.427,12.512,1.099
0.191,0.173,0.376,0.183,12.146,1.648
0.189,0.193,0.384,-0.244,11.414,0.671
0.191,0.209,0.389,-0.671,10.681,-0.610
0.190,0.221,0.395,-1.892,9.521,-1.526
0.183,0.224,0.404,-2.747,8.118,-3.418
0.185,0.226,0.423,-3.540,8.850,-4.578
0.179,0.228,0.433,-4.761,8.606,-6.165
0.177,0.231,0.447,-5.798,10.132,-8.118
0.173,0.233,0.455,-5.920,10.803,-11.047
0.174,0.233,0.464,-6.226,13.550,-13.367
0.176,0.235,0.473,-7.385,13.733,-15.869
0.181,0.230,0.478,-7.996,16.479,-17.883
0.217,0.229,0.476,-9.399,17.578,-19.348
0.196,0.222,0.467,-11.414,19.775,-20.203
0.200,0.217,0.450,-14.282,19.775,-20.569
0.203,0.207,0.425,-16.235,19.775,-20.874
0.203,0.194,0.404,-17.334,17.029,-21.057
0.203,0.183,0.397,-17.700,14.893,-21.240
0.204,0.171,0.404,-17.334,10.681,-21.423
0.207,0.168,0.417,-16.113,9.521,-21.729
0.207,0.160,0.440,-16.174,9.155,-21.545
0.213,0.160,0.454,-15.076,10.315,-21.484
0.214,0.156,0.466,-15.381,12.329,-21.118
0.217,0.155,0.466,-16.418,13.367,-20.142
0.215,0.153,0.455,-17.334,15.442,-18.921
0.209,0.153,0.442,-18.066,15.198,-17.212
0.204,0.145,0.424,-18.799,14.771,-16.113
0.194,0.138,0.409,-19.165,13.000,-14.893
0.188,0.133,0.401,-18.494,12.207,-14.465
0.181,0.126,0.396,-18.005,10.132,-14.282
0.180,0.120,0.398,-16.541,9.827,-13.611
0.178,0.114,0.399,-14.404,8.606,-13.428
0.175,0.110,0.400,-12.390,8.850,-13.367
0.175,0.109,0.404,-10.620,9.155,-13.306
0.176,0.109,0.407,-8.484,9.277,-12.329
0.174,0.112,0.415,-7.385,9.888,-11.780
0.174,0.114,0.415,-7.446,8.667,-11.230
0.176,0.117,0.412,-8.240,8.240,-10.376
0.177,0.114,0.410,-8.911,6.531,-9.705
0.184,0.114,0.408,-9.216,5.737,-8.789
0.187,0.109,0.407,-8.972,4.395,-7.935
0.189,0.109,0.411,-8.301,3.845,-6.897
0.190,0.108,0.415,-7.080,4.211,-6.165
0.189,0.112,0.425,-5.920,2.930,-5.859
0.187,0.120,0.432,-4.272,3.601,-5.493
0.188,0.126,0.441,-2.502,3.540,-5.859
0.191,0.131,0.446,-1.526,3.967,-6.470
0.197,0.137,0.454,-1.953,4.639,-6.042
0.200,0.140,0.451,-1.221,4.028,-5.554
0.205,0.139,0.448,-0.305,4.639,-4.822
0.208,0.143,0.452,-0.122,4.333,-4.211
0.208,0.143,0.455,0.061,4.028,-4.089
0.206,0.144,0.464,1.221,4.395,-3.296
0.201,0.145,0.500,1.160,4.883,-3.296
0.194,0.147,0.479,1.831,5.005,-3.296
0.191,0.151,0.484,2.502,5.615,-3.906
0.190,0.184,0.493,2.441,7.141,-4.639
0.191,0.157,0.499,2.014,8.606,-4.883
0.195,0.157,0.502,1.892,9.583,-6.104
0.196,0.162,0.503,0.854,11.292,-6.836
0.195,0.166,0.498,0.977,12.024,-7.629
0.195,0.165,0.489,-0.122,12.939,-8.789
0.197,0.162,0.480,-1.953,12.817,-9.949
0.197,0.154,0.477,-3.113,10.681,-10.681
0.203,0.148,0.477,-3.174,9.949,-10.864
0.205,0.141,0.483,-4.028,9.399,-10.925
0.208,0.138,0.491,-4.211,9.705,-10.498
0.212,0.125,0.493,-4.272,14.771,-9.888
0.210,0.120,0.484,-3.418,15.320,-9.338
0.207,0.115,0.479,-3.235,16.418,-7.690
0.203,0.115,0.466,-1.831,15.930,-7.385
0.197,0.114,0.461,-1.038,15.686,-6.897
0.191,0.113,0.453,-0.610,15.686,-6.348
0.186,0.117,0.453,-0.549,14.526,-6.653
0.185,0.117,0.450,-0.916,12.329,-6.409
0.184,0.114,0.455,-1.465,10.925,-5.432
0.188,0.115,0.460,-2.380,8.850,-4.822
0.190,0.114,0.468,-3.052,8.606,-3.967
0.189,0.111,0.479,-3.601,7.996,-2.869
0.190,0.109,0.487,-4.089,8.423,-2.991
0.187,0.108,0.494,-4.517,8.789,-2.075
0.183,0.108,0.500,-5.249,10.132,-1.526
0.181,0.106,0.505,-5.249,11.353,-1.038
0.182,0.106,0.504,-5.676,12.329,-0.793
0.182,0.106,0.504,-6.592,13.916,-0.061
0.180,0.104,0.506,-6.958,13.672,-0.061
0.180,0.105,0.505,-6.775,14.709,-0.427
0.182,0.103,0.510,-7.690,14.221,-0.366
0.184,0.102,0.515,-8.728,14.404,-0.427
0.187,0.103,0.517,-9.338,14.221,-0.183
0.188,0.100,0.519,-10.315,13.855,0.671

1.120,0.206,1.336,132.019,-362.305,288.269
1.076,0.363,1.418,136.292,-368.164,284.302
1.028,0.498,1.487,139.709,-363.403,273.804
1.018,0.622,1.616,144.043,-358.337,260.620
1.031,0.742,1.766,148.071,-349.243,243.652
1.040,0.838,1.945,170.776,-332.703,229.675
1.052,0.947,2.069,163.879,-312.012,217.163
1.051,1.026,2.179,168.884,-280.823,205.017
1.028,1.113,2.188,175.903,-254.150,194.092
0.989,1.175,2.224,181.030,-223.999,179.077
0.938,1.250,2.252,185.364,-201.965,165.405
0.865,1.323,2.268,186.035,-187.073,146.851
0.823,1.434,2.321,183.655,-170.715,130.432
0.784,1.487,2.381,178.467,-142.029,109.192
0.759,1.535,2.447,168.518,-138.184,90.515
0.739,1.562,2.489,159.607,-120.911,68.787
0.720,1.557,2.518,150.574,-95.764,52.795
0.694,1.560,2.534,140.076,-72.876,36.072
0.676,1.566,2.522,129.883,-44.556,24.536
0.625,1.584,2.495,113.586,-23.987,13.428
0.634,1.607,2.466,97.229,-3.052,1.221
0.604,1.634,2.422,75.500,11.414,-8.972
0.578,1.642,2.384,55.420,24.719,-21.118
0.537,1.522,2.220,-30.884,74.524,-65.735
0.525,1.445,2.191,-50.598,90.881,-72.571
0.515,1.400,2.119,-65.125,109.741,-79.163
0.502,1.350,2.010,-80.811,125.244,-85.632
0.490,1.312,1.911,-91.797,137.634,-93.933
0.477,1.273,1.777,-100.708,150.574,-101.746
0.463,1.220,1.680,-105.896,158.936,-112.366
0.457,1.133,1.573,-108.582,168.396,-120.850
0.450,1.097,1.489,-109.375,175.049,-130.981
0.444,1.011,1.409,-107.117,183.533,-139.648
0.437,0.985,1.352,-104.675,190.308,-149.902
0.430,0.940,1.298,-100.769,198.547,-158.630
0.417,0.907,1.263,-95.947,205.872,-170.105
0.411,0.890,1.234,-91.919,215.027,-180.603
0.382,0.872,1.203,-87.280,221.130,-192.993
0.398,0.875,1.222,-82.520,235.046,-206.421
0.417,0.838,1.218,-78.552,251.099,-227.600
0.386,0.781,1.153,-73.120,270.508,-243.164
0.356,0.749,1.085,-63.049,280.396,-255.493
0.474,0.727,0.911,-38.452,315.125,-301.758
0.495,0.700,0.870,-37.537,326.477,-308.960
0.514,0.669,0.829,-36.682,335.754,-316.467
0.555,0.638,0.774,-36.926,344.910,-323.669
0.602,0.592,0.716,-36.682,353.271,-343.689
0.645,0.538,0.654,-36.621,360.901,-331.421
0.664,0.470,0.574,-38.269,366.333,-331.299
0.672,0.434,0.483,-39.734,371.521,-330.444
0.676,0.408,0.442,-42.664,373.169,-330.505
0.639,0.361,0.385,-46.326,374.023,-330.383
0.603,0.306,0.339,-50.232,372.437,-329.224
0.576,0.272,0.314,-54.260,370.544,-328.674
0.566,0.247,0.283,-60.547,369.446,-328.979
0.555,0.232,0.251,-65.369,369.019,-330.200
0.550,0.221,0.202,-70.007,367.187,-331.116
0.552,0.208,0.170,-72.815,365.479,-332.520
0.560,0.182,0.137,-75.195,364.319,-333.374
0.557,0.141,0.101,-76.111,363.098,-333.801
0.529,0.102,0.037,-76.538,359.558,-329.285
0.526,-0.029,-0.190,-72.632,337.891,-307.739
0.513,-0.060,-0.240,-71.350,329.773,-298.767
0.497,-0.098,-0.288,-68.054,320.740,-290.710
0.478,-0.150,-0.324,-64.148,297.241,-280.457
0.458,-0.194,-0.363,-60.120,303.772,-271.240
0.432,-0.234,-0.400,-54.993,281.799,-258.118
0.423,-0.255,-0.446,-49.194,287.354,-245.972
0.444,-0.269,-0.524,-44.434,276.306,-231.628
0.429,-0.297,-0.555,-36.804,265.808,-219.604
0.368,-0.316,-0.574,-32.654,253.723,-205.994
0.371,-0.353,-0.656,-24.719,239.380,-191.895
0.361,-0.361,-0.724,-13.672,221.497,-174.866
0.336,-0.381,-0.785,0.610,204.224,-160.950
0.293,-0.404,-0.817,13.916,182.861,-145.752
0.265,-0.406,-0.831,29.968,164.856,-133.667
0.197,-0.267,-0.778,69.580,92.834,-86.792
0.183,-0.252,-0.760,74.036,75.928,-78.003
0.169,-0.224,-0.744,78.064,62.866,-72.083
0.164,-0.198,-0.731,78.613,48.401,-65.674
0.160,-0.168,-0.728,77.209,35.522,-60.669
0.161,-0.151,-0.725,73.730,19.409,-55.908
0.165,-0.142,-0.724,67.261,5.554,-51.086
0.173,-0.141,-0.720,58.533,-12.878,-44.983
0.183,-0.145,-0.716,49.500,-26.917,-39.124
0.188,-0.149,-0.719,42.297,-44.739,-30.945
0.197,-0.156,-0.722,32.104,-59.204,-24.536
0.211,-0.161,-0.727,24.719,-77.454,-16.174
0.211,-0.159,-0.733,15.747,-91.675,-9.399
0.206,-0.160,-0.753,7.812,-110.535,-0.732
0.208,-0.143,-0.775,0.854,-125.488,6.897
0.210,-0.130,-0.806,-3.723,-145.569,12.329
0.223,-0.107,-0.830,-6.104,-161.743,17.883
0.232,-0.097,-0.853,-5.554,-183.533,21.973
0.252,-0.091,-0.861,-0.366,-199.463,27.222
0.268,-0.093,-0.853,8.301,-219.604,31.128
0.289,-0.099,-0.827,16.785,-233.582,36.682
0.307,-0.103,-0.779,28.503,-248.901,41.443
0.337,-0.110,-0.735,37.537,-257.812,47.424
0.433,-0.071,-0.634,84.351,-276.428,78.430
0.445,-0.057,-0.634,94.971,-281.494,85.938
0.450,-0.049,-0.638,103.027,-286.682,94.482
0.454,-0.030,-0.636,111.938,-294.495,100.586
0.464,-0.003,-0.636,118.286,-301.819,107.788
0.477,0.021,-0.641,125.061,-310.974,112.488
0.500,0.045,-0.638,128.540,-320.557,117.432
0.521,0.057,-0.628,130.798,-331.970,122.009
0.547,0.060,-0.617,130.493,-343.140,128.357
0.582,0.064,-0.598,128.662,-357.727,133.911
0.614,0.079,-0.574,123.657,-371.033,155.151
0.633,0.072,-0.536,118.591,-386.719,148.437
0.651,0.096,-0.503,108.398,-400.085,155.334
0.661,0.122,-0.476,97.168,-415.222,160.583
0.673,0.150,-0.460,80.933,-429.138,164.062
0.695,0.166,-0.450,65.735,-446.289,167.419
0.750,0.183,-0.438,46.997,-461.060,169.983
0.933,0.121,-0.286,-12.451,-538.818,172.546
0.954,0.069,-0.215,-18.372,-557.678,172.119
1.007,-0.000,-0.146,-18.127,-569.336,173.706
1.064,-0.060,-0.056,-9.033,-577.820,176.636
1.084,-0.133,0.037,12.756,-579.468,179.993
1.075,-0.158,0.196,36.804,-576.538,184.570
1.006,-0.136,0.380,69.336,-568.176,203.003
0.984,-0.076,0.637,93.689,-550.598,187.073
0.951,0.017,0.925,115.784,-527.771,183.105
0.932,0.100,1.219,127.930,-489.746,175.415
0.927,0.202,1.403,138.123,-449.158,168.335
0.921,0.288,1.488,141.052,-391.479,158.142
0.909,0.397,1.503,141.846,-361.450,149.475
0.870,0.454,1.511,140.503,-316.040,137.268
0.847,0.534,1.558,135.010,-304.382,125.549
0.825,0.606,1.581,125.183,-287.720,108.826
0.791,0.657,1.605,115.540,-279.053,93.567
0.789,0.688,1.664,104.980,-273.560,73.853
0.800,0.692,1.748,79.895,-261.902,57.373
0.756,0.521,1.838,79.651,-200.439,-2.380
0.745,0.505,1.851,80.627,-189.636,-12.451
0.735,0.496,1.876,77.942,-179.138,-23.132
0.736,0.499,1.902,69.336,-171.509,-31.494
0.742,0.485,1.943,58.289,-163.635,-39.063
0.752,0.446,1.996,44.189,-157.227,-42.175
0.763,0.409,2.048,30.701,-147.522,-42.297
0.764,0.358,2.101,14.771,-136.108,-39.795
0.752,0.313,2.156,0.366,-119.446,-34.180
0.733,0.268,2.109,-16.968,-103.088,-27.649
0.707,0.236,2.035,-31.128,-83.618,-20.447
0.669,0.208,1.983,-46.631,-69.275,-14.648
0.616,0.187,1.902,-58.167,-56.458,-6.836
0.572,0.176,1.804,-72.144,-47.546,-1.343
0.524,0.169,1.724,-82.581,-41.809,5.005
0.493,0.161,1.649,-94.360,-34.973,9.888
0.453,0.158,1.594,-103.088,-29.846,14.954
0.418,0.165,1.534,-109.375,-23.132,17.944
0.375,0.171,1.480,-112.854,-15.625,19.531
0.344,0.179,1.411,-114.563,-5.981,20.081
0.321,0.182,1.333,-113.342,2.869,19.226
0.295,0.184,1.218,-109.497,11.719,17.822
0.270,0.185,1.120,-103.882,16.357,14.771
0.246,0.180,1.011,-95.398,20.447,11.536
0.218,0.176,0.934,-84.473,21.301,7.629
0.197,0.180,0.863,-74.890,21.240,1.953
0.186,0.182,0.824,-63.110,20.142,-2.441
0.180,0.182,0.803,-52.856,19.348,-7.751
0.176,0.178,0.793,-43.457,19.653,-11.780
0.183,0.169,0.783,-37.292,21.667,-14.221
0.185,0.137,0.698,-22.888,27.527,-15.625
0.179,0.127,0.672,-21.484,27.954,-15.320
0.172,0.121,0.648,-21.362,28.442,-14.893
0.169,0.115,0.617,-21.057,28.015,-14.282
0.168,0.113,0.566,-21.057,28.320,-13.489
0.174,0.108,0.572,-21.118,27.588,-11.963
0.178,0.102,0.552,-20.691,26.978,-10.437
0.181,0.095,0.517,-20.325,26.428,-8.911
0.179,0.094,0.495,-19.836,24.536,-6.653
0.175,0.124,0.472,-17.944,23.437,-5.127
0.171,0.100,0.463,-17.029,20.874,-4.211
0.167,0.107,0.458,-15.564,19.104,-3.723
0.166,0.116,0.458,-13.306,17.456,-3.601
0.167,0.120,0.461,-12.878,16.663,-3.845
0.171,0.124,0.464,-12.024,16.357,-3.601
0.175,0.126,0.461,-11.414,15.869,-3.845
0.181,0.127,0.458,-10.315,16.846,-4.028
0.187,0.129,0.450,-8.606,17.273,-3.418
0.190,0.135,0.442,-7.324,17.761,-3.235
0.192,0.143,0.434,-7.263,17.639,-3.357
0.192,0.149,0.429,-5.798,16.907,-3.418
0.193,0.154,0.424,-4.639,15.564,-3.418
0.196,0.159,0.422,-4.578,14.404,-3.906
0.198,0.160,0.424,-4.028,12.634,-4.395
0.207,0.161,0.432,-3.723,11.780,-5.066
0.209,0.155,0.440,-3.357,10.803,-5.920
0.209,0.155,0.447,-2.808,12.207,-5.798
0.211,0.157,0.446,-1.953,13.367,-5.066
0.201,0.158,0.441,-1.465,14.099,-5.249
0.197,0.162,0.435,-1.465,15.015,-5.066
0.186,0.166,0.430,-1.526,13.794,-5.249
0.186,0.176,0.437,-1.160,13.428,-6.104
0.190,0.188,0.448,-1.099,12.146,-7.568
0.179,0.191,0.445,-2.197,11.292,-7.812
0.185,0.206,0.457,-4.333,9.766,-7.996
0.202,0.209,0.469,-7.141,8.972,-9.155
0.204,0.204,0.478,-9.094,9.033,-9.644
0.206,0.196,0.478,-11.475,9.277,-9.460
0.203,0.195,0.484,-12.817,10.193,-9.583
0.202,0.192,0.480,-13.672,11.414,-9.583
0.199,0.187,0.477,-15.503,12.634,-9.949
0.194,0.184,0.465,-16.052,14.160,-10.864
0.194,0.178,0.454,-15.503,15.015,-11.414
0.196,0.171,0.439,-15.686,16.235,-12.024
0.198,0.164,0.421,-15.198,16.357,-12.695
0.196,0.161,0.399,-14.282,15.076,-13.000
0.194,0.158,0.385,-14.343,13.184,-13.733
0.193,0.158,0.380,-13.672,9.521,-13.977
0.196,0.153,0.387,-12.695,6.775,-13.855
0.197,0.148,0.411,-12.756,4.211,-13.184
0.191,0.141,0.463,-12.817,9.338,-10.986
